snapshot_id,factory_id,snapshot_at,work_date,line_id,order_id,style_id,day_in_order,complexity_band,sam_minutes,planned_workers,present_workers,attendance_rate,target_to_snapshot,output_to_snapshot,progress_ratio,downtime_to_snapshot,inspected_to_snapshot,defects_to_snapshot,defect_rate_to_snapshot,material_status,changeover_minutes,root_cause_signal,rolling_3d_efficiency,rolling_3d_downtime,previous_day_miss,daily_target,daily_actual_output,label_daily_target_missed,label_high_defect,data_split,dataset_provenance
SNAP-000558,FAC-001,2025-04-28T13:00:00+00:00,2025-04-28,LINE-04,ORD-04-013,STY-015,5,medium,18.7,53,44,0.8302,585,497,0.8496,0,212,4,0.0189,available,0,manpower,0.9564,0.0,1,1170,1006,1,0,train,synthetic
SNAP-000559,FAC-001,2025-04-29T13:00:00+00:00,2025-04-29,LINE-04,ORD-04-013,STY-015,6,medium,18.7,53,51,0.9623,585,595,1.0171,0,279,9,0.0323,available,0,none,0.9453,0.0,1,1170,1181,0,0,train,synthetic
SNAP-000560,FAC-001,2025-04-30T13:00:00+00:00,2025-04-30,LINE-04,ORD-04-013,STY-015,7,medium,18.7,52,50,0.9615,585,603,1.0308,0,292,10,0.0342,available,0,none,0.9516,0.0,0,1170,1182,0,0,train,synthetic
SNAP-000561,FAC-001,2025-05-01T13:00:00+00:00,2025-05-01,LINE-04,ORD-04-013,STY-015,8,medium,18.7,52,50,0.9615,585,585,1.0,0,285,11,0.0386,available,0,none,0.9598,0.0,0,1170,1157,1,0,validation,synthetic
SNAP-000562,FAC-001,2025-05-03T13:00:00+00:00,2025-05-03,LINE-04,ORD-04-013,STY-015,9,medium,18.7,55,53,0.9636,410,382,0.9317,0,175,14,0.08,available,0,quality,1.0028,0.0,1,816,753,1,1,validation,synthetic
SNAP-000563,FAC-001,2025-05-04T13:00:00+00:00,2025-05-04,LINE-04,ORD-04-013,STY-015,10,medium,18.7,52,51,0.9808,33,33,1.0,8,15,1,0.0667,available,0,quality,0.974,0.0,1,63,63,0,1,validation,synthetic
SNAP-000564,FAC-001,2025-05-05T13:00:00+00:00,2025-05-05,LINE-04,ORD-04-014,STY-029,1,high,27.5,55,51,0.9273,400,198,0.495,20,86,7,0.0814,available,97,quality,0.9706,5.67,0,800,503,1,1,validation,synthetic
SNAP-000565,FAC-001,2025-05-06T13:00:00+00:00,2025-05-06,LINE-04,ORD-04-014,STY-029,2,high,27.5,52,43,0.8269,400,314,0.785,0,160,8,0.05,available,0,manpower,0.8505,12.33,1,800,617,1,0,validation,synthetic
SNAP-000566,FAC-001,2025-05-07T13:00:00+00:00,2025-05-07,LINE-04,ORD-04-014,STY-029,3,high,27.5,53,51,0.9623,400,395,0.9875,0,159,9,0.0566,available,0,quality,0.8,12.33,1,800,783,1,0,validation,synthetic
SNAP-000567,FAC-001,2025-05-08T13:00:00+00:00,2025-05-08,LINE-04,ORD-04-014,STY-029,4,high,27.5,54,51,0.9444,400,404,1.01,0,173,8,0.0462,available,0,none,0.7929,6.67,1,800,794,1,0,validation,synthetic
SNAP-000568,FAC-001,2025-05-10T13:00:00+00:00,2025-05-10,LINE-04,ORD-04-014,STY-029,5,high,27.5,56,54,0.9643,400,417,1.0425,0,222,5,0.0225,available,0,none,0.9142,0.0,1,800,790,1,0,validation,synthetic
SNAP-000569,FAC-001,2025-05-11T13:00:00+00:00,2025-05-11,LINE-04,ORD-04-014,STY-029,6,high,27.5,55,53,0.9636,400,411,1.0275,0,202,12,0.0594,available,0,quality,0.9863,8.33,1,800,819,0,1,validation,synthetic
SNAP-000570,FAC-001,2025-05-12T13:00:00+00:00,2025-05-12,LINE-04,ORD-04-014,STY-029,7,high,27.5,56,53,0.9464,324,323,0.9969,0,164,11,0.0671,available,0,quality,1.0012,8.33,0,644,622,1,1,validation,synthetic
SNAP-000571,FAC-001,2025-05-13T13:00:00+00:00,2025-05-13,LINE-04,ORD-04-014,STY-029,8,high,27.5,53,50,0.9434,12,12,1.0,0,5,0,0.0,available,0,none,0.9924,8.33,1,22,22,0,0,validation,synthetic
SNAP-000572,FAC-001,2025-05-14T13:00:00+00:00,2025-05-14,LINE-04,ORD-04-015,STY-031,1,medium,22.0,55,52,0.9455,500,282,0.564,0,142,7,0.0493,available,132,method,0.9965,0.0,0,1000,686,1,0,validation,synthetic
SNAP-000573,FAC-001,2025-05-15T13:00:00+00:00,2025-05-15,LINE-04,ORD-04-015,STY-031,2,medium,22.0,52,51,0.9808,500,430,0.86,0,221,19,0.086,available,0,quality,0.8839,0.0,1,1000,782,1,1,validation,synthetic
SNAP-000574,FAC-001,2025-05-17T13:00:00+00:00,2025-05-17,LINE-04,ORD-04-015,STY-031,3,medium,22.0,55,53,0.9636,500,495,0.99,0,242,7,0.0289,available,0,none,0.8227,12.0,1,1000,913,1,0,validation,synthetic
SNAP-000575,FAC-001,2025-05-18T13:00:00+00:00,2025-05-18,LINE-04,ORD-04-015,STY-031,4,medium,22.0,52,49,0.9423,500,490,0.98,0,230,10,0.0435,available,0,none,0.7937,26.0,1,1000,979,1,0,validation,synthetic
SNAP-000576,FAC-001,2025-05-19T13:00:00+00:00,2025-05-19,LINE-04,ORD-04-015,STY-031,5,medium,22.0,54,51,0.9444,220,211,0.9591,0,107,4,0.0374,available,0,none,0.8913,26.0,1,440,427,1,0,validation,synthetic
SNAP-000577,FAC-001,2025-05-20T13:00:00+00:00,2025-05-20,LINE-04,ORD-04-015,STY-031,6,medium,22.0,53,50,0.9434,8,7,0.875,29,3,0,0.0,minor,0,none,0.9542,14.0,1,13,12,1,0,validation,synthetic
SNAP-000578,FAC-001,2025-05-21T13:00:00+00:00,2025-05-21,LINE-04,ORD-04-015,STY-031,7,medium,22.0,53,50,0.9434,1,1,1.0,0,1,0,0.0,available,0,none,0.9575,9.67,1,1,1,0,0,validation,synthetic
SNAP-000579,FAC-001,2025-05-22T13:00:00+00:00,2025-05-22,LINE-04,ORD-04-016,STY-009,1,high,28.8,52,50,0.9615,380,212,0.5579,0,86,3,0.0349,available,133,method,0.9645,9.67,0,760,512,1,0,validation,synthetic
SNAP-000580,FAC-001,2025-05-24T13:00:00+00:00,2025-05-24,LINE-04,ORD-04-016,STY-009,2,high,28.8,52,49,0.9423,380,333,0.8763,0,136,5,0.0368,available,0,none,0.8656,9.67,1,760,669,1,0,validation,synthetic
SNAP-000581,FAC-001,2025-05-25T13:00:00+00:00,2025-05-25,LINE-04,ORD-04-016,STY-009,3,high,28.8,52,51,0.9808,380,376,0.9895,0,181,5,0.0276,available,0,none,0.8513,0.0,1,760,745,1,0,validation,synthetic
SNAP-000582,FAC-001,2025-05-26T13:00:00+00:00,2025-05-26,LINE-04,ORD-04-016,STY-009,4,high,28.8,55,53,0.9636,380,393,1.0342,0,204,7,0.0343,available,0,none,0.8447,0.0,1,760,782,0,0,validation,synthetic
SNAP-000583,FAC-001,2025-05-27T13:00:00+00:00,2025-05-27,LINE-04,ORD-04-016,STY-009,5,high,28.8,53,50,0.9434,380,370,0.9737,0,178,5,0.0281,available,0,none,0.9632,0.0,0,760,728,1,0,validation,synthetic
SNAP-000584,FAC-001,2025-05-28T13:00:00+00:00,2025-05-28,LINE-04,ORD-04-016,STY-009,6,high,28.8,54,50,0.9259,380,377,0.9921,0,185,7,0.0378,available,0,none,0.989,2.67,1,760,747,1,0,validation,synthetic
SNAP-000585,FAC-001,2025-05-29T13:00:00+00:00,2025-05-29,LINE-04,ORD-04-016,STY-009,7,high,28.8,55,52,0.9455,380,379,0.9974,0,192,4,0.0208,available,0,none,0.9899,2.67,1,760,755,1,0,validation,synthetic
SNAP-000586,FAC-001,2025-05-31T13:00:00+00:00,2025-05-31,LINE-04,ORD-04-016,STY-009,8,high,28.8,52,50,0.9615,380,384,1.0105,0,193,7,0.0363,available,0,none,0.9781,2.67,1,760,772,0,0,validation,synthetic
SNAP-000587,FAC-001,2025-06-01T13:00:00+00:00,2025-06-01,LINE-04,ORD-04-016,STY-009,9,high,28.8,55,53,0.9636,195,204,1.0462,0,89,0,0.0,available,0,none,0.9974,0.0,0,390,390,0,0,test,synthetic
SNAP-000588,FAC-001,2025-06-02T13:00:00+00:00,2025-06-02,LINE-04,ORD-04-017,STY-029,1,high,27.5,52,51,0.9808,400,263,0.6575,0,122,7,0.0574,available,63,quality,1.0031,0.0,0,800,599,1,0,test,synthetic
SNAP-000589,FAC-001,2025-06-03T13:00:00+00:00,2025-06-03,LINE-04,ORD-04-017,STY-029,2,high,27.5,55,53,0.9636,400,363,0.9075,0,169,13,0.0769,available,0,quality,0.9215,0.0,1,800,718,1,1,test,synthetic
SNAP-000590,FAC-001,2025-06-04T13:00:00+00:00,2025-06-04,LINE-04,ORD-04-017,STY-029,3,high,27.5,52,50,0.9615,400,385,0.9625,0,202,10,0.0495,available,0,none,0.8821,0.0,1,800,771,1,0,test,synthetic
SNAP-000591,FAC-001,2025-06-05T13:00:00+00:00,2025-06-05,LINE-04,ORD-04-017,STY-029,4,high,27.5,53,52,0.9811,400,412,1.03,0,180,9,0.05,available,0,none,0.87,0.0,1,800,805,0,0,test,synthetic
SNAP-000592,FAC-001,2025-06-07T13:00:00+00:00,2025-06-07,LINE-04,ORD-04-017,STY-029,5,high,27.5,55,53,0.9636,400,386,0.965,31,171,7,0.0409,available,0,none,0.9558,0.0,0,800,772,1,0,test,synthetic
SNAP-000593,FAC-001,2025-06-08T13:00:00+00:00,2025-06-08,LINE-04,ORD-04-017,STY-029,6,high,27.5,56,53,0.9464,400,386,0.965,18,200,12,0.06,available,0,quality,0.9783,10.33,1,800,791,1,1,test,synthetic
SNAP-000594,FAC-001,2025-06-09T13:00:00+00:00,2025-06-09,LINE-04,ORD-04-017,STY-029,7,high,27.5,54,47,0.8704,400,335,0.8375,29,125,7,0.056,available,0,manpower,0.9867,16.33,1,800,698,1,0,test,synthetic
SNAP-000595,FAC-001,2025-06-10T13:00:00+00:00,2025-06-10,LINE-04,ORD-04-017,STY-029,8,high,27.5,56,54,0.9643,400,413,1.0325,0,215,11,0.0512,available,0,none,0.9421,26.0,1,800,826,0,0,test,synthetic
SNAP-000596,FAC-001,2025-06-11T13:00:00+00:00,2025-06-11,LINE-04,ORD-04-017,STY-029,9,high,27.5,56,53,0.9464,400,412,1.03,0,205,6,0.0293,available,0,none,0.9646,15.67,0,800,826,0,0,test,synthetic
SNAP-000597,FAC-001,2025-06-12T13:00:00+00:00,2025-06-12,LINE-04,ORD-04-017,STY-029,10,high,27.5,54,53,0.9815,124,134,1.0806,0,68,3,0.0441,available,0,none,0.9792,9.67,0,244,244,0,0,test,synthetic
SNAP-000598,FAC-001,2025-06-14T13:00:00+00:00,2025-06-14,LINE-04,ORD-04-018,STY-027,1,high,27.7,52,51,0.9808,395,264,0.6684,0,139,7,0.0504,available,61,planning,1.0217,0.0,0,790,572,1,0,test,synthetic
SNAP-000599,FAC-001,2025-06-15T13:00:00+00:00,2025-06-15,LINE-04,ORD-04-018,STY-027,2,high,27.7,54,53,0.9815,395,295,0.7468,46,154,7,0.0455,available,0,machine,0.9189,0.0,1,790,654,1,0,test,synthetic
SNAP-000600,FAC-001,2025-06-16T13:00:00+00:00,2025-06-16,LINE-04,ORD-04-018,STY-027,3,high,27.7,55,54,0.9818,395,319,0.8076,50,152,6,0.0395,available,0,machine,0.8506,15.33,1,790,633,1,0,test,synthetic
SNAP-000601,FAC-001,2025-06-17T13:00:00+00:00,2025-06-17,LINE-04,ORD-04-018,STY-027,4,high,27.7,55,53,0.9636,395,408,1.0329,0,198,16,0.0808,available,0,quality,0.7844,48.67,1,790,808,0,1,test,synthetic
SNAP-000602,FAC-001,2025-06-18T13:00:00+00:00,2025-06-18,LINE-04,ORD-04-018,STY-027,5,high,27.7,54,53,0.9815,395,406,1.0278,0,191,16,0.0838,available,0,quality,0.884,48.67,0,790,822,0,1,test,synthetic
SNAP-000603,FAC-001,2025-06-19T13:00:00+00:00,2025-06-19,LINE-04,ORD-04-018,STY-027,6,high,27.7,56,54,0.9643,395,303,0.7671,0,133,5,0.0376,critical,0,material,0.9549,33.33,0,790,608,1,0,test,synthetic
SNAP-000604,FAC-001,2025-06-21T13:00:00+00:00,2025-06-21,LINE-04,ORD-04-018,STY-027,7,high,27.7,55,54,0.9818,395,360,0.9114,32,162,6,0.037,available,0,none,0.9443,0.0,1,790,741,1,0,test,synthetic
SNAP-000605,FAC-001,2025-06-22T13:00:00+00:00,2025-06-22,LINE-04,ORD-04-018,STY-027,8,high,27.7,53,52,0.9811,382,387,1.0131,0,183,9,0.0492,available,0,none,0.916,16.67,1,762,762,0,0,test,synthetic
SNAP-000606,FAC-001,2025-06-23T13:00:00+00:00,2025-06-23,LINE-04,ORD-04-019,STY-015,1,medium,18.7,56,54,0.9643,585,314,0.5368,0,159,8,0.0503,available,104,method,0.9025,16.67,0,1170,790,1,0,test,synthetic
SNAP-000607,FAC-001,2025-06-24T13:00:00+00:00,2025-06-24,LINE-04,ORD-04-019,STY-015,2,medium,18.7,56,55,0.9821,585,533,0.9111,0,273,13,0.0476,available,0,none,0.8711,16.67,1,1170,1062,1,0,test,synthetic
SNAP-000608,FAC-001,2025-06-25T13:00:00+00:00,2025-06-25,LINE-04,ORD-04-019,STY-015,3,medium,18.7,52,46,0.8846,585,543,0.9282,0,270,9,0.0333,available,0,manpower,0.861,0.0,1,1170,1059,1,0,test,synthetic
SNAP-000609,FAC-001,2025-06-26T13:00:00+00:00,2025-06-26,LINE-04,ORD-04-019,STY-015,4,medium,18.7,55,51,0.9273,585,554,0.947,0,294,13,0.0442,available,0,none,0.8293,0.0,1,1170,1143,1,0,test,synthetic
SNAP-000610,FAC-001,2025-06-28T13:00:00+00:00,2025-06-28,LINE-04,ORD-04-019,STY-015,5,medium,18.7,53,45,0.8491,585,485,0.8291,0,226,24,0.1062,available,0,manpower,0.9299,0.0,1,1170,937,1,1,test,synthetic
SNAP-000611,FAC-001,2025-06-29T13:00:00+00:00,2025-06-29,LINE-04,ORD-04-019,STY-015,6,medium,18.7,56,53,0.9464,585,519,0.8872,0,243,27,0.1111,available,0,quality,0.8943,0.0,1,1170,1023,1,1,test,synthetic
SNAP-000612,FAC-001,2025-06-30T13:00:00+00:00,2025-06-30,LINE-04,ORD-04-019,STY-015,7,medium,18.7,53,50,0.9434,585,538,0.9197,0,274,20,0.073,available,0,quality,0.884,0.0,1,1170,1062,1,1,test,synthetic
SNAP-000613,FAC-001,2025-01-04T13:00:00+00:00,2025-01-04,LINE-05,ORD-05-001,STY-016,1,medium,17.7,49,47,0.9592,580,317,0.5466,0,177,8,0.0452,available,101,method,0.92,0.0,0,1160,740,1,0,train,synthetic
SNAP-000614,FAC-001,2025-01-05T13:00:00+00:00,2025-01-05,LINE-05,ORD-05-001,STY-016,2,medium,17.7,52,46,0.8846,580,490,0.8448,0,267,11,0.0412,available,0,manpower,0.6379,0.0,1,1160,965,1,0,train,synthetic
SNAP-000615,FAC-001,2025-01-06T13:00:00+00:00,2025-01-06,LINE-05,ORD-05-001,STY-016,3,medium,17.7,52,50,0.9615,580,395,0.681,0,208,17,0.0817,critical,0,material,0.7349,0.0,1,1160,766,1,1,train,synthetic
SNAP-000616,FAC-001,2025-01-07T13:00:00+00:00,2025-01-07,LINE-05,ORD-05-001,STY-016,4,medium,17.7,49,43,0.8776,580,450,0.7759,45,233,12,0.0515,available,0,machine,0.7101,6.0,1,1160,998,1,1,train,synthetic
SNAP-000617,FAC-001,2025-01-08T13:00:00+00:00,2025-01-08,LINE-05,ORD-05-001,STY-016,5,medium,17.7,48,47,0.9792,580,605,1.0431,0,317,12,0.0379,available,0,none,0.7842,21.0,1,1160,1227,0,0,train,synthetic
SNAP-000618,FAC-001,2025-01-09T13:00:00+00:00,2025-01-09,LINE-05,ORD-05-001,STY-016,6,medium,17.7,49,48,0.9796,580,597,1.0293,0,252,12,0.0476,available,0,none,0.8595,21.0,0,1160,1185,0,0,train,synthetic
SNAP-000619,FAC-001,2025-01-11T13:00:00+00:00,2025-01-11,LINE-05,ORD-05-001,STY-016,7,medium,17.7,50,44,0.88,580,544,0.9379,0,283,7,0.0247,available,0,manpower,0.9799,15.0,0,1160,1083,1,0,train,synthetic
SNAP-000620,FAC-001,2025-01-12T13:00:00+00:00,2025-01-12,LINE-05,ORD-05-001,STY-016,8,medium,17.7,52,48,0.9231,580,583,1.0052,0,264,9,0.0341,available,0,none,1.0043,0.0,1,1160,1148,1,1,train,synthetic
SNAP-000621,FAC-001,2025-01-13T13:00:00+00:00,2025-01-13,LINE-05,ORD-05-001,STY-016,9,medium,17.7,52,49,0.9423,580,351,0.6052,86,177,8,0.0452,minor,0,machine,0.9816,0.0,1,1160,833,1,0,train,synthetic
SNAP-000622,FAC-001,2025-01-14T13:00:00+00:00,2025-01-14,LINE-05,ORD-05-001,STY-016,10,medium,17.7,49,45,0.9184,580,580,1.0,0,284,9,0.0317,available,0,none,0.8805,28.67,1,1160,1138,1,0,train,synthetic
SNAP-000623,FAC-001,2025-01-15T13:00:00+00:00,2025-01-15,LINE-05,ORD-05-001,STY-016,11,medium,17.7,49,48,0.9796,580,434,0.7483,0,209,9,0.0431,critical,0,material,0.8963,28.67,1,1160,877,1,0,train,synthetic
SNAP-000624,FAC-001,2025-01-16T13:00:00+00:00,2025-01-16,LINE-05,ORD-05-001,STY-016,12,medium,17.7,49,47,0.9592,320,324,1.0125,0,142,5,0.0352,available,0,none,0.8184,28.67,1,640,640,0,0,train,synthetic
SNAP-000625,FAC-001,2025-01-18T13:00:00+00:00,2025-01-18,LINE-05,ORD-05-002,STY-027,1,high,27.7,52,51,0.9808,370,206,0.5568,0,82,2,0.0244,available,109,method,0.9124,0.0,0,740,509,1,0,train,synthetic
SNAP-000626,FAC-001,2025-01-19T13:00:00+00:00,2025-01-19,LINE-05,ORD-05-002,STY-027,2,high,27.7,51,48,0.9412,370,296,0.8,30,152,11,0.0724,available,0,quality,0.8146,0.0,1,740,606,1,1,train,synthetic
SNAP-000627,FAC-001,2025-01-20T13:00:00+00:00,2025-01-20,LINE-05,ORD-05-002,STY-027,3,high,27.7,52,50,0.9615,370,355,0.9595,0,179,15,0.0838,available,0,quality,0.8356,12.67,1,740,709,1,1,train,synthetic
SNAP-000628,FAC-001,2025-01-21T13:00:00+00:00,2025-01-21,LINE-05,ORD-05-002,STY-027,4,high,27.7,49,45,0.9184,370,286,0.773,41,152,10,0.0658,available,0,machine,0.8216,12.67,1,740,618,1,1,train,synthetic
SNAP-000629,FAC-001,2025-01-22T13:00:00+00:00,2025-01-22,LINE-05,ORD-05-002,STY-027,5,high,27.7,52,50,0.9615,370,331,0.8946,0,154,10,0.0649,minor,0,quality,0.8707,26.33,1,740,665,1,1,train,synthetic
SNAP-000630,FAC-001,2025-01-23T13:00:00+00:00,2025-01-23,LINE-05,ORD-05-002,STY-027,6,high,27.7,48,47,0.9792,370,393,1.0622,0,189,8,0.0423,available,0,none,0.8973,13.67,1,740,776,0,0,train,synthetic
SNAP-000631,FAC-001,2025-01-25T13:00:00+00:00,2025-01-25,LINE-05,ORD-05-002,STY-027,7,high,27.7,49,46,0.9388,370,361,0.9757,0,161,6,0.0373,available,0,none,0.9275,13.67,0,740,723,1,0,train,synthetic
SNAP-000632,FAC-001,2025-01-26T13:00:00+00:00,2025-01-26,LINE-05,ORD-05-002,STY-027,8,high,27.7,52,48,0.9231,370,358,0.9676,0,200,12,0.06,available,0,quality,0.9748,0.0,1,740,708,1,0,train,synthetic
SNAP-000633,FAC-001,2025-01-27T13:00:00+00:00,2025-01-27,LINE-05,ORD-05-002,STY-027,9,high,27.7,49,48,0.9796,345,338,0.9797,26,168,7,0.0417,available,0,none,0.9941,0.0,1,686,671,1,0,train,synthetic
SNAP-000634,FAC-001,2025-01-28T13:00:00+00:00,2025-01-28,LINE-05,ORD-05-002,STY-027,10,high,27.7,51,49,0.9608,10,10,1.0,0,5,0,0.0,available,0,none,0.9706,14.33,1,15,15,0,0,train,synthetic
SNAP-000635,FAC-001,2025-01-29T13:00:00+00:00,2025-01-29,LINE-05,ORD-05-003,STY-031,1,medium,22.0,50,49,0.98,470,278,0.5915,0,109,2,0.0183,available,88,planning,0.9783,14.33,0,940,662,1,0,train,synthetic
SNAP-000636,FAC-001,2025-01-30T13:00:00+00:00,2025-01-30,LINE-05,ORD-05-003,STY-031,2,medium,22.0,50,48,0.96,470,432,0.9191,0,214,4,0.0187,available,0,none,0.8941,17.0,1,940,795,1,0,train,synthetic
SNAP-000637,FAC-001,2025-02-01T13:00:00+00:00,2025-02-01,LINE-05,ORD-05-003,STY-031,3,medium,22.0,48,45,0.9375,470,460,0.9787,0,227,8,0.0352,available,0,none,0.85,13.67,1,940,876,1,0,train,synthetic
SNAP-000638,FAC-001,2025-02-02T13:00:00+00:00,2025-02-02,LINE-05,ORD-05-003,STY-031,4,medium,22.0,48,45,0.9375,470,421,0.8957,0,219,17,0.0776,available,0,quality,0.8273,13.67,1,940,838,1,1,train,synthetic
SNAP-000639,FAC-001,2025-02-03T13:00:00+00:00,2025-02-03,LINE-05,ORD-05-003,STY-031,5,medium,22.0,48,46,0.9583,470,494,1.0511,0,201,6,0.0299,available,0,none,0.8897,11.0,1,940,964,0,0,train,synthetic
SNAP-000640,FAC-001,2025-02-04T13:00:00+00:00,2025-02-04,LINE-05,ORD-05-003,STY-031,6,medium,22.0,51,47,0.9216,470,454,0.966,0,197,9,0.0457,available,0,none,0.9496,0.0,0,940,919,1,0,train,synthetic
SNAP-000641,FAC-001,2025-02-05T13:00:00+00:00,2025-02-05,LINE-05,ORD-05-003,STY-031,7,medium,22.0,51,48,0.9412,125,125,1.0,0,52,2,0.0385,available,0,none,0.9649,2.67,1,246,245,1,0,train,synthetic
SNAP-000642,FAC-001,2025-02-06T13:00:00+00:00,2025-02-06,LINE-05,ORD-05-003,STY-031,8,medium,22.0,48,46,0.9583,1,1,1.0,0,0,0,0.0,available,0,none,0.9997,2.67,1,1,1,0,0,train,synthetic
SNAP-000643,FAC-001,2025-02-08T13:00:00+00:00,2025-02-08,LINE-05,ORD-05-004,STY-011,1,high,26.3,51,50,0.9804,390,277,0.7103,0,116,3,0.0259,available,50,planning,0.9912,2.67,0,780,592,1,0,train,synthetic
SNAP-000644,FAC-001,2025-02-09T13:00:00+00:00,2025-02-09,LINE-05,ORD-05-004,STY-011,2,high,26.3,52,49,0.9423,390,331,0.8487,0,161,7,0.0435,available,0,none,0.9183,0.0,1,780,676,1,0,train,synthetic
SNAP-000645,FAC-001,2025-02-10T13:00:00+00:00,2025-02-10,LINE-05,ORD-05-004,STY-011,3,high,26.3,50,49,0.98,390,309,0.7923,55,148,4,0.027,available,0,machine,0.8752,0.0,1,780,697,1,1,train,synthetic
SNAP-000646,FAC-001,2025-02-11T13:00:00+00:00,2025-02-11,LINE-05,ORD-05-004,STY-011,4,high,26.3,49,48,0.9796,390,397,1.0179,0,163,7,0.0429,available,0,none,0.8397,18.33,1,780,807,0,0,train,synthetic
SNAP-000647,FAC-001,2025-02-12T13:00:00+00:00,2025-02-12,LINE-05,ORD-05-004,STY-011,5,high,26.3,50,47,0.94,390,380,0.9744,0,171,9,0.0526,available,0,none,0.9316,18.33,0,780,768,1,0,train,synthetic
SNAP-000648,FAC-001,2025-02-13T13:00:00+00:00,2025-02-13,LINE-05,ORD-05-004,STY-011,6,high,26.3,48,45,0.9375,390,381,0.9769,0,178,14,0.0787,available,0,quality,0.9709,18.33,1,780,766,1,1,train,synthetic
SNAP-000649,FAC-001,2025-02-15T13:00:00+00:00,2025-02-15,LINE-05,ORD-05-004,STY-011,7,high,26.3,48,46,0.9583,349,238,0.6819,55,116,4,0.0345,minor,0,machine,1.0004,0.0,1,694,530,1,0,train,synthetic
SNAP-000650,FAC-001,2025-02-16T13:00:00+00:00,2025-02-16,LINE-05,ORD-05-004,STY-011,8,high,26.3,51,48,0.9412,84,80,0.9524,0,39,2,0.0513,available,0,none,0.9101,18.33,1,164,160,1,0,train,synthetic
SNAP-000651,FAC-001,2025-02-17T13:00:00+00:00,2025-02-17,LINE-05,ORD-05-004,STY-011,9,high,26.3,51,50,0.9804,4,4,1.0,0,1,0,0.0,available,0,none,0.9071,18.33,1,4,4,0,0,train,synthetic
SNAP-000652,FAC-001,2025-02-18T13:00:00+00:00,2025-02-18,LINE-05,ORD-05-005,STY-025,1,high,26.4,50,48,0.96,390,186,0.4769,25,86,3,0.0349,available,113,method,0.9131,18.33,0,780,496,1,0,train,synthetic
SNAP-000653,FAC-001,2025-02-19T13:00:00+00:00,2025-02-19,LINE-05,ORD-05-005,STY-025,2,high,26.4,48,45,0.9375,390,339,0.8692,10,194,7,0.0361,available,0,none,0.8705,8.33,1,780,683,1,0,train,synthetic
SNAP-000654,FAC-001,2025-02-20T13:00:00+00:00,2025-02-20,LINE-05,ORD-05-005,STY-025,3,high,26.4,51,48,0.9412,390,214,0.5487,0,102,3,0.0294,critical,0,material,0.8372,11.67,1,780,429,1,0,train,synthetic
SNAP-000655,FAC-001,2025-02-22T13:00:00+00:00,2025-02-22,LINE-05,ORD-05-005,STY-025,4,high,26.4,49,46,0.9388,390,383,0.9821,0,160,5,0.0312,available,0,none,0.6872,11.67,1,780,777,1,0,train,synthetic
SNAP-000656,FAC-001,2025-02-23T13:00:00+00:00,2025-02-23,LINE-05,ORD-05-005,STY-025,5,high,26.4,48,45,0.9375,390,402,1.0308,0,199,8,0.0402,available,0,none,0.8073,3.33,1,780,793,0,0,train,synthetic
SNAP-000657,FAC-001,2025-02-24T13:00:00+00:00,2025-02-24,LINE-05,ORD-05-005,STY-025,6,high,26.4,48,47,0.9792,390,404,1.0359,0,187,12,0.0642,available,0,quality,0.8543,0.0,0,780,817,0,0,train,synthetic
SNAP-000658,FAC-001,2025-02-25T13:00:00+00:00,2025-02-25,LINE-05,ORD-05-005,STY-025,7,high,26.4,51,48,0.9412,390,404,1.0359,0,209,7,0.0335,available,0,none,1.0201,0.0,0,780,791,0,0,train,synthetic
SNAP-000659,FAC-001,2025-02-26T13:00:00+00:00,2025-02-26,LINE-05,ORD-05-005,STY-025,8,high,26.4,49,48,0.9796,390,413,1.059,0,204,9,0.0441,available,0,none,1.0261,0.0,0,780,801,0,0,train,synthetic
SNAP-000660,FAC-001,2025-02-27T13:00:00+00:00,2025-02-27,LINE-05,ORD-05-005,STY-025,9,high,26.4,49,48,0.9796,83,85,1.0241,0,35,1,0.0286,available,0,none,1.0295,0.0,0,163,163,0,0,train,synthetic
SNAP-000661,FAC-001,2025-03-01T13:00:00+00:00,2025-03-01,LINE-05,ORD-05-006,STY-028,1,high,32.6,49,47,0.9592,315,195,0.619,0,82,9,0.1098,available,75,quality,1.0137,0.0,0,630,446,1,1,train,synthetic
SNAP-000662,FAC-001,2025-03-02T13:00:00+00:00,2025-03-02,LINE-05,ORD-05-006,STY-028,2,high,32.6,48,46,0.9583,315,277,0.8794,0,138,4,0.029,available,0,none,0.9116,0.0,1,630,545,1,0,train,synthetic
SNAP-000663,FAC-001,2025-03-03T13:00:00+00:00,2025-03-03,LINE-05,ORD-05-006,STY-028,3,high,32.6,51,50,0.9804,315,302,0.9587,0,163,10,0.0613,available,0,quality,0.8577,0.0,1,630,606,1,1,train,synthetic
SNAP-000664,FAC-001,2025-03-04T13:00:00+00:00,2025-03-04,LINE-05,ORD-05-006,STY-028,4,high,32.6,49,47,0.9592,315,256,0.8127,53,128,5,0.0391,available,0,machine,0.845,0.0,1,630,571,1,0,train,synthetic
SNAP-000665,FAC-001,2025-03-05T13:00:00+00:00,2025-03-05,LINE-05,ORD-05-006,STY-028,5,high,32.6,52,50,0.9615,315,332,1.054,0,166,7,0.0422,available,0,none,0.9111,17.67,1,630,657,0,1,train,synthetic
