production_id,factory_id,allocation_id,work_date,hour_start,shift_code,line_id,order_id,style_id,hourly_target,actual_output,cumulative_order_output,wip_qty,planned_workers,present_workers,downtime_minutes,inspected_qty,defect_count,material_status,hourly_efficiency,data_split,dataset_provenance
PROD-006081,FAC-001,ALLOC-05-002,2025-01-22,11:00,DAY,LINE-05,ORD-05-002,STY-027,74,72,2707,88,52,50,0,40,1,minor,0.973,train,synthetic
PROD-006082,FAC-001,ALLOC-05-002,2025-01-22,12:00,DAY,LINE-05,ORD-05-002,STY-027,74,66,2773,90,52,50,0,23,3,minor,0.8919,train,synthetic
PROD-006083,FAC-001,ALLOC-05-002,2025-01-22,13:00,DAY,LINE-05,ORD-05-002,STY-027,74,61,2834,87,52,50,0,23,1,minor,0.8243,train,synthetic
PROD-006084,FAC-001,ALLOC-05-002,2025-01-22,14:00,DAY,LINE-05,ORD-05-002,STY-027,74,70,2904,105,52,50,0,39,1,minor,0.9459,train,synthetic
PROD-006085,FAC-001,ALLOC-05-002,2025-01-22,15:00,DAY,LINE-05,ORD-05-002,STY-027,74,71,2975,104,52,50,0,25,2,minor,0.9595,train,synthetic
PROD-006086,FAC-001,ALLOC-05-002,2025-01-22,16:00,DAY,LINE-05,ORD-05-002,STY-027,74,68,3043,114,52,50,0,27,2,minor,0.9189,train,synthetic
PROD-006087,FAC-001,ALLOC-05-002,2025-01-22,17:00,DAY,LINE-05,ORD-05-002,STY-027,74,64,3107,107,52,50,0,31,2,minor,0.8649,train,synthetic
PROD-006088,FAC-001,ALLOC-05-002,2025-01-23,08:00,DAY,LINE-05,ORD-05-002,STY-027,74,76,3183,75,48,47,0,29,2,available,1.027,train,synthetic
PROD-006089,FAC-001,ALLOC-05-002,2025-01-23,09:00,DAY,LINE-05,ORD-05-002,STY-027,74,78,3261,87,48,47,0,41,0,available,1.0541,train,synthetic
PROD-006090,FAC-001,ALLOC-05-002,2025-01-23,10:00,DAY,LINE-05,ORD-05-002,STY-027,74,82,3343,111,48,47,0,31,0,available,1.1081,train,synthetic
PROD-006091,FAC-001,ALLOC-05-002,2025-01-23,11:00,DAY,LINE-05,ORD-05-002,STY-027,74,85,3428,78,48,47,0,46,3,available,1.1486,train,synthetic
PROD-006092,FAC-001,ALLOC-05-002,2025-01-23,12:00,DAY,LINE-05,ORD-05-002,STY-027,74,72,3500,99,48,47,0,42,3,available,0.973,train,synthetic
PROD-006093,FAC-001,ALLOC-05-002,2025-01-23,13:00,DAY,LINE-05,ORD-05-002,STY-027,74,73,3573,73,48,47,0,31,0,available,0.9865,train,synthetic
PROD-006094,FAC-001,ALLOC-05-002,2025-01-23,14:00,DAY,LINE-05,ORD-05-002,STY-027,74,76,3649,74,48,47,0,36,1,available,1.027,train,synthetic
PROD-006095,FAC-001,ALLOC-05-002,2025-01-23,15:00,DAY,LINE-05,ORD-05-002,STY-027,74,85,3734,54,48,47,0,44,0,available,1.1486,train,synthetic
PROD-006096,FAC-001,ALLOC-05-002,2025-01-23,16:00,DAY,LINE-05,ORD-05-002,STY-027,74,77,3811,33,48,47,0,38,1,available,1.0405,train,synthetic
PROD-006097,FAC-001,ALLOC-05-002,2025-01-23,17:00,DAY,LINE-05,ORD-05-002,STY-027,74,72,3883,68,48,47,0,42,3,available,0.973,train,synthetic
PROD-006098,FAC-001,ALLOC-05-002,2025-01-25,08:00,DAY,LINE-05,ORD-05-002,STY-027,74,66,3949,75,49,46,0,25,2,available,0.8919,train,synthetic
PROD-006099,FAC-001,ALLOC-05-002,2025-01-25,09:00,DAY,LINE-05,ORD-05-002,STY-027,74,73,4022,70,49,46,0,37,2,available,0.9865,train,synthetic
PROD-006100,FAC-001,ALLOC-05-002,2025-01-25,10:00,DAY,LINE-05,ORD-05-002,STY-027,74,76,4098,124,49,46,0,44,0,available,1.027,train,synthetic
PROD-006101,FAC-001,ALLOC-05-002,2025-01-25,11:00,DAY,LINE-05,ORD-05-002,STY-027,74,78,4176,89,49,46,0,31,1,available,1.0541,train,synthetic
PROD-006102,FAC-001,ALLOC-05-002,2025-01-25,12:00,DAY,LINE-05,ORD-05-002,STY-027,74,68,4244,96,49,46,0,24,1,available,0.9189,train,synthetic
PROD-006103,FAC-001,ALLOC-05-002,2025-01-25,13:00,DAY,LINE-05,ORD-05-002,STY-027,74,66,4310,60,49,46,0,39,2,available,0.8919,train,synthetic
PROD-006104,FAC-001,ALLOC-05-002,2025-01-25,14:00,DAY,LINE-05,ORD-05-002,STY-027,74,74,4384,103,49,46,0,31,2,available,1.0,train,synthetic
PROD-006105,FAC-001,ALLOC-05-002,2025-01-25,15:00,DAY,LINE-05,ORD-05-002,STY-027,74,78,4462,84,49,46,0,33,0,available,1.0541,train,synthetic
PROD-006106,FAC-001,ALLOC-05-002,2025-01-25,16:00,DAY,LINE-05,ORD-05-002,STY-027,74,75,4537,63,49,46,0,42,1,available,1.0135,train,synthetic
PROD-006107,FAC-001,ALLOC-05-002,2025-01-25,17:00,DAY,LINE-05,ORD-05-002,STY-027,74,69,4606,110,49,46,0,41,2,available,0.9324,train,synthetic
PROD-006108,FAC-001,ALLOC-05-002,2025-01-26,08:00,DAY,LINE-05,ORD-05-002,STY-027,74,63,4669,75,52,48,0,39,0,available,0.8514,train,synthetic
PROD-006109,FAC-001,ALLOC-05-002,2025-01-26,09:00,DAY,LINE-05,ORD-05-002,STY-027,74,70,4739,103,52,48,0,38,4,available,0.9459,train,synthetic
PROD-006110,FAC-001,ALLOC-05-002,2025-01-26,10:00,DAY,LINE-05,ORD-05-002,STY-027,74,77,4816,76,52,48,0,47,4,available,1.0405,train,synthetic
PROD-006111,FAC-001,ALLOC-05-002,2025-01-26,11:00,DAY,LINE-05,ORD-05-002,STY-027,74,81,4897,95,52,48,0,46,2,available,1.0946,train,synthetic
PROD-006112,FAC-001,ALLOC-05-002,2025-01-26,12:00,DAY,LINE-05,ORD-05-002,STY-027,74,67,4964,98,52,48,0,30,2,available,0.9054,train,synthetic
PROD-006113,FAC-001,ALLOC-05-002,2025-01-26,13:00,DAY,LINE-05,ORD-05-002,STY-027,74,64,5028,87,52,48,0,26,0,available,0.8649,train,synthetic
PROD-006114,FAC-001,ALLOC-05-002,2025-01-26,14:00,DAY,LINE-05,ORD-05-002,STY-027,74,73,5101,93,52,48,0,31,2,available,0.9865,train,synthetic
PROD-006115,FAC-001,ALLOC-05-002,2025-01-26,15:00,DAY,LINE-05,ORD-05-002,STY-027,74,77,5178,80,52,48,0,28,0,available,1.0405,train,synthetic
PROD-006116,FAC-001,ALLOC-05-002,2025-01-26,16:00,DAY,LINE-05,ORD-05-002,STY-027,74,69,5247,85,52,48,0,28,1,available,0.9324,train,synthetic
PROD-006117,FAC-001,ALLOC-05-002,2025-01-26,17:00,DAY,LINE-05,ORD-05-002,STY-027,74,67,5314,81,52,48,0,38,3,available,0.9054,train,synthetic
PROD-006118,FAC-001,ALLOC-05-002,2025-01-27,08:00,DAY,LINE-05,ORD-05-002,STY-027,69,67,5381,79,49,48,0,33,4,available,0.971,train,synthetic
PROD-006119,FAC-001,ALLOC-05-002,2025-01-27,09:00,DAY,LINE-05,ORD-05-002,STY-027,69,80,5461,98,49,48,0,37,1,available,1.1594,train,synthetic
PROD-006120,FAC-001,ALLOC-05-002,2025-01-27,10:00,DAY,LINE-05,ORD-05-002,STY-027,69,73,5534,72,49,48,0,34,1,available,1.058,train,synthetic
PROD-006121,FAC-001,ALLOC-05-002,2025-01-27,11:00,DAY,LINE-05,ORD-05-002,STY-027,69,79,5613,84,49,48,0,42,1,available,1.1449,train,synthetic
PROD-006122,FAC-001,ALLOC-05-002,2025-01-27,12:00,DAY,LINE-05,ORD-05-002,STY-027,69,39,5652,74,49,48,26,22,0,available,0.5652,train,synthetic
PROD-006123,FAC-001,ALLOC-05-002,2025-01-27,13:00,DAY,LINE-05,ORD-05-002,STY-027,69,60,5712,77,49,48,0,35,2,available,0.8696,train,synthetic
PROD-006124,FAC-001,ALLOC-05-002,2025-01-27,14:00,DAY,LINE-05,ORD-05-002,STY-027,68,60,5772,69,49,48,17,24,0,available,0.8824,train,synthetic
PROD-006125,FAC-001,ALLOC-05-002,2025-01-27,15:00,DAY,LINE-05,ORD-05-002,STY-027,68,73,5845,67,49,48,0,27,0,available,1.0735,train,synthetic
PROD-006126,FAC-001,ALLOC-05-002,2025-01-27,16:00,DAY,LINE-05,ORD-05-002,STY-027,68,70,5915,59,49,48,0,26,2,available,1.0294,train,synthetic
PROD-006127,FAC-001,ALLOC-05-002,2025-01-27,17:00,DAY,LINE-05,ORD-05-002,STY-027,68,70,5985,82,49,48,0,27,2,available,1.0294,train,synthetic
PROD-006128,FAC-001,ALLOC-05-002,2025-01-28,08:00,DAY,LINE-05,ORD-05-002,STY-027,2,2,5987,1,51,49,0,1,0,available,1.0,train,synthetic
PROD-006129,FAC-001,ALLOC-05-002,2025-01-28,09:00,DAY,LINE-05,ORD-05-002,STY-027,2,2,5989,2,51,49,0,1,0,available,1.0,train,synthetic
PROD-006130,FAC-001,ALLOC-05-002,2025-01-28,10:00,DAY,LINE-05,ORD-05-002,STY-027,2,2,5991,2,51,49,0,1,0,available,1.0,train,synthetic
PROD-006131,FAC-001,ALLOC-05-002,2025-01-28,11:00,DAY,LINE-05,ORD-05-002,STY-027,2,2,5993,1,51,49,0,1,0,available,1.0,train,synthetic
PROD-006132,FAC-001,ALLOC-05-002,2025-01-28,12:00,DAY,LINE-05,ORD-05-002,STY-027,2,2,5995,2,51,49,0,1,0,available,1.0,train,synthetic
PROD-006133,FAC-001,ALLOC-05-002,2025-01-28,13:00,DAY,LINE-05,ORD-05-002,STY-027,1,1,5996,0,51,49,0,0,0,available,1.0,train,synthetic
PROD-006134,FAC-001,ALLOC-05-002,2025-01-28,14:00,DAY,LINE-05,ORD-05-002,STY-027,1,1,5997,4,51,49,0,0,0,available,1.0,train,synthetic
PROD-006135,FAC-001,ALLOC-05-002,2025-01-28,15:00,DAY,LINE-05,ORD-05-002,STY-027,1,1,5998,3,51,49,0,1,0,available,1.0,train,synthetic
PROD-006136,FAC-001,ALLOC-05-002,2025-01-28,16:00,DAY,LINE-05,ORD-05-002,STY-027,1,1,5999,2,51,49,0,0,0,available,1.0,train,synthetic
PROD-006137,FAC-001,ALLOC-05-002,2025-01-28,17:00,DAY,LINE-05,ORD-05-002,STY-027,1,1,6000,0,51,49,0,1,0,available,1.0,train,synthetic
PROD-006138,FAC-001,ALLOC-05-003,2025-01-29,08:00,DAY,LINE-05,ORD-05-003,STY-031,94,11,11,117,50,49,0,4,0,available,0.117,train,synthetic
PROD-006139,FAC-001,ALLOC-05-003,2025-01-29,09:00,DAY,LINE-05,ORD-05-003,STY-031,94,28,39,118,50,49,0,11,0,available,0.2979,train,synthetic
PROD-006140,FAC-001,ALLOC-05-003,2025-01-29,10:00,DAY,LINE-05,ORD-05-003,STY-031,94,83,122,115,50,49,0,35,1,available,0.883,train,synthetic
PROD-006141,FAC-001,ALLOC-05-003,2025-01-29,11:00,DAY,LINE-05,ORD-05-003,STY-031,94,80,202,92,50,49,0,33,0,available,0.8511,train,synthetic
PROD-006142,FAC-001,ALLOC-05-003,2025-01-29,12:00,DAY,LINE-05,ORD-05-003,STY-031,94,76,278,152,50,49,0,26,1,available,0.8085,train,synthetic
PROD-006143,FAC-001,ALLOC-05-003,2025-01-29,13:00,DAY,LINE-05,ORD-05-003,STY-031,94,64,342,133,50,49,8,33,3,available,0.6809,train,synthetic
PROD-006144,FAC-001,ALLOC-05-003,2025-01-29,14:00,DAY,LINE-05,ORD-05-003,STY-031,94,79,421,100,50,49,0,47,1,available,0.8404,train,synthetic
PROD-006145,FAC-001,ALLOC-05-003,2025-01-29,15:00,DAY,LINE-05,ORD-05-003,STY-031,94,80,501,127,50,49,0,48,2,available,0.8511,train,synthetic
PROD-006146,FAC-001,ALLOC-05-003,2025-01-29,16:00,DAY,LINE-05,ORD-05-003,STY-031,94,85,586,132,50,49,0,37,0,available,0.9043,train,synthetic
PROD-006147,FAC-001,ALLOC-05-003,2025-01-29,17:00,DAY,LINE-05,ORD-05-003,STY-031,94,76,662,146,50,49,0,45,2,available,0.8085,train,synthetic
PROD-006148,FAC-001,ALLOC-05-003,2025-01-30,08:00,DAY,LINE-05,ORD-05-003,STY-031,94,73,735,108,50,48,0,38,1,available,0.7766,train,synthetic
PROD-006149,FAC-001,ALLOC-05-003,2025-01-30,09:00,DAY,LINE-05,ORD-05-003,STY-031,94,87,822,125,50,48,0,31,1,available,0.9255,train,synthetic
PROD-006150,FAC-001,ALLOC-05-003,2025-01-30,10:00,DAY,LINE-05,ORD-05-003,STY-031,94,91,913,95,50,48,0,55,1,available,0.9681,train,synthetic
PROD-006151,FAC-001,ALLOC-05-003,2025-01-30,11:00,DAY,LINE-05,ORD-05-003,STY-031,94,91,1004,117,50,48,0,54,1,available,0.9681,train,synthetic
PROD-006152,FAC-001,ALLOC-05-003,2025-01-30,12:00,DAY,LINE-05,ORD-05-003,STY-031,94,90,1094,136,50,48,0,36,0,available,0.9574,train,synthetic
PROD-006153,FAC-001,ALLOC-05-003,2025-01-30,13:00,DAY,LINE-05,ORD-05-003,STY-031,94,31,1125,106,50,48,33,12,0,available,0.3298,train,synthetic
PROD-006154,FAC-001,ALLOC-05-003,2025-01-30,14:00,DAY,LINE-05,ORD-05-003,STY-031,94,84,1209,145,50,48,0,46,2,available,0.8936,train,synthetic
PROD-006155,FAC-001,ALLOC-05-003,2025-01-30,15:00,DAY,LINE-05,ORD-05-003,STY-031,94,84,1293,81,50,48,0,46,0,available,0.8936,train,synthetic
PROD-006156,FAC-001,ALLOC-05-003,2025-01-30,16:00,DAY,LINE-05,ORD-05-003,STY-031,94,80,1373,118,50,48,0,32,0,available,0.8511,train,synthetic
PROD-006157,FAC-001,ALLOC-05-003,2025-01-30,17:00,DAY,LINE-05,ORD-05-003,STY-031,94,84,1457,89,50,48,0,52,3,available,0.8936,train,synthetic
PROD-006158,FAC-001,ALLOC-05-003,2025-02-01,08:00,DAY,LINE-05,ORD-05-003,STY-031,94,86,1543,117,48,45,0,38,1,available,0.9149,train,synthetic
PROD-006159,FAC-001,ALLOC-05-003,2025-02-01,09:00,DAY,LINE-05,ORD-05-003,STY-031,94,88,1631,147,48,45,0,36,3,available,0.9362,train,synthetic
PROD-006160,FAC-001,ALLOC-05-003,2025-02-01,10:00,DAY,LINE-05,ORD-05-003,STY-031,94,101,1732,79,48,45,0,60,2,available,1.0745,train,synthetic
PROD-006161,FAC-001,ALLOC-05-003,2025-02-01,11:00,DAY,LINE-05,ORD-05-003,STY-031,94,92,1824,87,48,45,0,46,1,available,0.9787,train,synthetic
PROD-006162,FAC-001,ALLOC-05-003,2025-02-01,12:00,DAY,LINE-05,ORD-05-003,STY-031,94,93,1917,125,48,45,0,47,1,available,0.9894,train,synthetic
PROD-006163,FAC-001,ALLOC-05-003,2025-02-01,13:00,DAY,LINE-05,ORD-05-003,STY-031,94,73,1990,110,48,45,0,31,0,available,0.7766,train,synthetic
PROD-006164,FAC-001,ALLOC-05-003,2025-02-01,14:00,DAY,LINE-05,ORD-05-003,STY-031,94,86,2076,79,48,45,0,34,1,available,0.9149,train,synthetic
PROD-006165,FAC-001,ALLOC-05-003,2025-02-01,15:00,DAY,LINE-05,ORD-05-003,STY-031,94,96,2172,89,48,45,0,41,0,available,1.0213,train,synthetic
PROD-006166,FAC-001,ALLOC-05-003,2025-02-01,16:00,DAY,LINE-05,ORD-05-003,STY-031,94,80,2252,113,48,45,0,41,4,available,0.8511,train,synthetic
PROD-006167,FAC-001,ALLOC-05-003,2025-02-01,17:00,DAY,LINE-05,ORD-05-003,STY-031,94,81,2333,134,48,45,0,48,0,available,0.8617,train,synthetic
PROD-006168,FAC-001,ALLOC-05-003,2025-02-02,08:00,DAY,LINE-05,ORD-05-003,STY-031,94,74,2407,141,48,45,0,43,1,available,0.7872,train,synthetic
PROD-006169,FAC-001,ALLOC-05-003,2025-02-02,09:00,DAY,LINE-05,ORD-05-003,STY-031,94,79,2486,114,48,45,0,44,1,available,0.8404,train,synthetic
PROD-006170,FAC-001,ALLOC-05-003,2025-02-02,10:00,DAY,LINE-05,ORD-05-003,STY-031,94,96,2582,130,48,45,0,53,9,available,1.0213,train,synthetic
PROD-006171,FAC-001,ALLOC-05-003,2025-02-02,11:00,DAY,LINE-05,ORD-05-003,STY-031,94,91,2673,125,48,45,0,35,1,available,0.9681,train,synthetic
PROD-006172,FAC-001,ALLOC-05-003,2025-02-02,12:00,DAY,LINE-05,ORD-05-003,STY-031,94,81,2754,89,48,45,0,44,5,available,0.8617,train,synthetic
PROD-006173,FAC-001,ALLOC-05-003,2025-02-02,13:00,DAY,LINE-05,ORD-05-003,STY-031,94,77,2831,98,48,45,0,47,2,available,0.8191,train,synthetic
PROD-006174,FAC-001,ALLOC-05-003,2025-02-02,14:00,DAY,LINE-05,ORD-05-003,STY-031,94,85,2916,99,48,45,0,32,2,available,0.9043,train,synthetic
PROD-006175,FAC-001,ALLOC-05-003,2025-02-02,15:00,DAY,LINE-05,ORD-05-003,STY-031,94,90,3006,100,48,45,0,39,2,available,0.9574,train,synthetic
PROD-006176,FAC-001,ALLOC-05-003,2025-02-02,16:00,DAY,LINE-05,ORD-05-003,STY-031,94,85,3091,148,48,45,0,39,1,available,0.9043,train,synthetic
PROD-006177,FAC-001,ALLOC-05-003,2025-02-02,17:00,DAY,LINE-05,ORD-05-003,STY-031,94,80,3171,100,48,45,0,49,1,available,0.8511,train,synthetic
PROD-006178,FAC-001,ALLOC-05-003,2025-02-03,08:00,DAY,LINE-05,ORD-05-003,STY-031,94,90,3261,106,48,46,0,53,3,available,0.9574,train,synthetic
PROD-006179,FAC-001,ALLOC-05-003,2025-02-03,09:00,DAY,LINE-05,ORD-05-003,STY-031,94,105,3366,99,48,46,0,39,1,available,1.117,train,synthetic
PROD-006180,FAC-001,ALLOC-05-003,2025-02-03,10:00,DAY,LINE-05,ORD-05-003,STY-031,94,101,3467,70,48,46,0,35,0,available,1.0745,train,synthetic
PROD-006181,FAC-001,ALLOC-05-003,2025-02-03,11:00,DAY,LINE-05,ORD-05-003,STY-031,94,101,3568,116,48,46,0,35,1,available,1.0745,train,synthetic
PROD-006182,FAC-001,ALLOC-05-003,2025-02-03,12:00,DAY,LINE-05,ORD-05-003,STY-031,94,97,3665,141,48,46,0,39,1,available,1.0319,train,synthetic
PROD-006183,FAC-001,ALLOC-05-003,2025-02-03,13:00,DAY,LINE-05,ORD-05-003,STY-031,94,84,3749,121,48,46,0,31,1,available,0.8936,train,synthetic
PROD-006184,FAC-001,ALLOC-05-003,2025-02-03,14:00,DAY,LINE-05,ORD-05-003,STY-031,94,93,3842,111,48,46,0,50,1,available,0.9894,train,synthetic
PROD-006185,FAC-001,ALLOC-05-003,2025-02-03,15:00,DAY,LINE-05,ORD-05-003,STY-031,94,101,3943,126,48,46,0,47,0,available,1.0745,train,synthetic
PROD-006186,FAC-001,ALLOC-05-003,2025-02-03,16:00,DAY,LINE-05,ORD-05-003,STY-031,94,104,4047,100,48,46,0,39,2,available,1.1064,train,synthetic
PROD-006187,FAC-001,ALLOC-05-003,2025-02-03,17:00,DAY,LINE-05,ORD-05-003,STY-031,94,88,4135,65,48,46,0,30,1,available,0.9362,train,synthetic
PROD-006188,FAC-001,ALLOC-05-003,2025-02-04,08:00,DAY,LINE-05,ORD-05-003,STY-031,94,85,4220,143,51,47,0,38,1,available,0.9043,train,synthetic
PROD-006189,FAC-001,ALLOC-05-003,2025-02-04,09:00,DAY,LINE-05,ORD-05-003,STY-031,94,83,4303,142,51,47,0,35,2,available,0.883,train,synthetic
PROD-006190,FAC-001,ALLOC-05-003,2025-02-04,10:00,DAY,LINE-05,ORD-05-003,STY-031,94,101,4404,127,51,47,0,55,2,available,1.0745,train,synthetic
PROD-006191,FAC-001,ALLOC-05-003,2025-02-04,11:00,DAY,LINE-05,ORD-05-003,STY-031,94,101,4505,140,51,47,0,36,2,available,1.0745,train,synthetic
PROD-006192,FAC-001,ALLOC-05-003,2025-02-04,12:00,DAY,LINE-05,ORD-05-003,STY-031,94,84,4589,94,51,47,0,33,2,available,0.8936,train,synthetic
PROD-006193,FAC-001,ALLOC-05-003,2025-02-04,13:00,DAY,LINE-05,ORD-05-003,STY-031,94,89,4678,106,51,47,0,40,4,available,0.9468,train,synthetic
PROD-006194,FAC-001,ALLOC-05-003,2025-02-04,14:00,DAY,LINE-05,ORD-05-003,STY-031,94,101,4779,85,51,47,0,52,0,available,1.0745,train,synthetic
PROD-006195,FAC-001,ALLOC-05-003,2025-02-04,15:00,DAY,LINE-05,ORD-05-003,STY-031,94,101,4880,80,51,47,0,54,1,available,1.0745,train,synthetic
PROD-006196,FAC-001,ALLOC-05-003,2025-02-04,16:00,DAY,LINE-05,ORD-05-003,STY-031,94,85,4965,131,51,47,8,33,0,available,0.9043,train,synthetic
PROD-006197,FAC-001,ALLOC-05-003,2025-02-04,17:00,DAY,LINE-05,ORD-05-003,STY-031,94,89,5054,99,51,47,0,48,1,available,0.9468,train,synthetic
PROD-006198,FAC-001,ALLOC-05-003,2025-02-05,08:00,DAY,LINE-05,ORD-05-003,STY-031,25,24,5078,37,51,48,0,9,0,available,0.96,train,synthetic
PROD-006199,FAC-001,ALLOC-05-003,2025-02-05,09:00,DAY,LINE-05,ORD-05-003,STY-031,25,24,5102,33,51,48,0,12,0,available,0.96,train,synthetic
PROD-006200,FAC-001,ALLOC-05-003,2025-02-05,10:00,DAY,LINE-05,ORD-05-003,STY-031,25,27,5129,28,51,48,0,9,1,available,1.08,train,synthetic
PROD-006201,FAC-001,ALLOC-05-003,2025-02-05,11:00,DAY,LINE-05,ORD-05-003,STY-031,25,28,5157,30,51,48,0,11,0,available,1.12,train,synthetic
PROD-006202,FAC-001,ALLOC-05-003,2025-02-05,12:00,DAY,LINE-05,ORD-05-003,STY-031,25,22,5179,28,51,48,0,11,1,available,0.88,train,synthetic
PROD-006203,FAC-001,ALLOC-05-003,2025-02-05,13:00,DAY,LINE-05,ORD-05-003,STY-031,25,21,5200,33,51,48,0,10,0,available,0.84,train,synthetic
PROD-006204,FAC-001,ALLOC-05-003,2025-02-05,14:00,DAY,LINE-05,ORD-05-003,STY-031,24,27,5227,27,51,48,0,14,1,available,1.125,train,synthetic
PROD-006205,FAC-001,ALLOC-05-003,2025-02-05,15:00,DAY,LINE-05,ORD-05-003,STY-031,24,25,5252,45,51,48,0,12,0,available,1.0417,train,synthetic
PROD-006206,FAC-001,ALLOC-05-003,2025-02-05,16:00,DAY,LINE-05,ORD-05-003,STY-031,24,24,5276,30,51,48,0,12,0,available,1.0,train,synthetic
PROD-006207,FAC-001,ALLOC-05-003,2025-02-05,17:00,DAY,LINE-05,ORD-05-003,STY-031,24,23,5299,17,51,48,0,13,1,available,0.9583,train,synthetic
PROD-006208,FAC-001,ALLOC-05-003,2025-02-06,08:00,DAY,LINE-05,ORD-05-003,STY-031,1,1,5300,3,48,46,0,0,0,available,1.0,train,synthetic
PROD-006209,FAC-001,ALLOC-05-004,2025-02-08,08:00,DAY,LINE-05,ORD-05-004,STY-011,78,8,8,95,51,50,0,4,0,available,0.1026,train,synthetic
PROD-006210,FAC-001,ALLOC-05-004,2025-02-08,09:00,DAY,LINE-05,ORD-05-004,STY-011,78,63,71,93,51,50,0,24,0,available,0.8077,train,synthetic
PROD-006211,FAC-001,ALLOC-05-004,2025-02-08,10:00,DAY,LINE-05,ORD-05-004,STY-011,78,70,141,102,51,50,0,30,0,available,0.8974,train,synthetic
PROD-006212,FAC-001,ALLOC-05-004,2025-02-08,11:00,DAY,LINE-05,ORD-05-004,STY-011,78,70,211,115,51,50,0,29,1,available,0.8974,train,synthetic
PROD-006213,FAC-001,ALLOC-05-004,2025-02-08,12:00,DAY,LINE-05,ORD-05-004,STY-011,78,66,277,104,51,50,0,29,2,available,0.8462,train,synthetic
PROD-006214,FAC-001,ALLOC-05-004,2025-02-08,13:00,DAY,LINE-05,ORD-05-004,STY-011,78,53,330,70,51,50,0,19,0,available,0.6795,train,synthetic
PROD-006215,FAC-001,ALLOC-05-004,2025-02-08,14:00,DAY,LINE-05,ORD-05-004,STY-011,78,67,397,76,51,50,0,33,0,available,0.859,train,synthetic
PROD-006216,FAC-001,ALLOC-05-004,2025-02-08,15:00,DAY,LINE-05,ORD-05-004,STY-011,78,69,466,102,51,50,0,42,0,available,0.8846,train,synthetic
PROD-006217,FAC-001,ALLOC-05-004,2025-02-08,16:00,DAY,LINE-05,ORD-05-004,STY-011,78,67,533,84,51,50,0,38,2,available,0.859,train,synthetic
PROD-006218,FAC-001,ALLOC-05-004,2025-02-08,17:00,DAY,LINE-05,ORD-05-004,STY-011,78,59,592,112,51,50,0,23,2,available,0.7564,train,synthetic
PROD-006219,FAC-001,ALLOC-05-004,2025-02-09,08:00,DAY,LINE-05,ORD-05-004,STY-011,78,63,655,80,52,49,0,30,3,available,0.8077,train,synthetic
PROD-006220,FAC-001,ALLOC-05-004,2025-02-09,09:00,DAY,LINE-05,ORD-05-004,STY-011,78,64,719,121,52,49,0,28,0,available,0.8205,train,synthetic
PROD-006221,FAC-001,ALLOC-05-004,2025-02-09,10:00,DAY,LINE-05,ORD-05-004,STY-011,78,68,787,52,52,49,0,23,0,available,0.8718,train,synthetic
PROD-006222,FAC-001,ALLOC-05-004,2025-02-09,11:00,DAY,LINE-05,ORD-05-004,STY-011,78,76,863,79,52,49,0,44,2,available,0.9744,train,synthetic
PROD-006223,FAC-001,ALLOC-05-004,2025-02-09,12:00,DAY,LINE-05,ORD-05-004,STY-011,78,60,923,113,52,49,0,36,2,available,0.7692,train,synthetic
PROD-006224,FAC-001,ALLOC-05-004,2025-02-09,13:00,DAY,LINE-05,ORD-05-004,STY-011,78,61,984,90,52,49,0,38,3,available,0.7821,train,synthetic
PROD-006225,FAC-001,ALLOC-05-004,2025-02-09,14:00,DAY,LINE-05,ORD-05-004,STY-011,78,75,1059,90,52,49,0,41,1,available,0.9615,train,synthetic
PROD-006226,FAC-001,ALLOC-05-004,2025-02-09,15:00,DAY,LINE-05,ORD-05-004,STY-011,78,73,1132,89,52,49,0,44,1,available,0.9359,train,synthetic
PROD-006227,FAC-001,ALLOC-05-004,2025-02-09,16:00,DAY,LINE-05,ORD-05-004,STY-011,78,72,1204,103,52,49,0,43,3,available,0.9231,train,synthetic
PROD-006228,FAC-001,ALLOC-05-004,2025-02-09,17:00,DAY,LINE-05,ORD-05-004,STY-011,78,64,1268,80,52,49,0,26,0,available,0.8205,train,synthetic
PROD-006229,FAC-001,ALLOC-05-004,2025-02-10,08:00,DAY,LINE-05,ORD-05-004,STY-011,78,72,1340,98,50,49,0,36,0,available,0.9231,train,synthetic
PROD-006230,FAC-001,ALLOC-05-004,2025-02-10,09:00,DAY,LINE-05,ORD-05-004,STY-011,78,78,1418,77,50,49,0,35,2,available,1.0,train,synthetic
PROD-006231,FAC-001,ALLOC-05-004,2025-02-10,10:00,DAY,LINE-05,ORD-05-004,STY-011,78,7,1425,79,50,49,55,3,0,available,0.0897,train,synthetic
PROD-006232,FAC-001,ALLOC-05-004,2025-02-10,11:00,DAY,LINE-05,ORD-05-004,STY-011,78,81,1506,92,50,49,0,37,0,available,1.0385,train,synthetic
PROD-006233,FAC-001,ALLOC-05-004,2025-02-10,12:00,DAY,LINE-05,ORD-05-004,STY-011,78,71,1577,74,50,49,0,37,2,available,0.9103,train,synthetic
PROD-006234,FAC-001,ALLOC-05-004,2025-02-10,13:00,DAY,LINE-05,ORD-05-004,STY-011,78,60,1637,108,50,49,0,27,1,available,0.7692,train,synthetic
