outcome_id,action_id,factory_id,line_id,measured_at,observation_window,efficiency_before,efficiency_after,observed_efficiency_change,target_met_after,causal_claim_allowed,data_split,dataset_provenance
OUT-000376,ACT-000421,FAC-001,LINE-08,2025-05-12T18:00:00+00:00,next_workday,0.8636,0.84,-0.0236,0,False,validation,synthetic
OUT-000377,ACT-000422,FAC-001,LINE-08,2025-05-14T18:00:00+00:00,next_workday,0.9709,1.0091,0.0382,1,False,validation,synthetic
OUT-000378,ACT-000423,FAC-001,LINE-08,2025-05-17T18:00:00+00:00,next_workday,0.9383,0.9286,-0.0098,0,False,validation,synthetic
OUT-000379,ACT-000424,FAC-001,LINE-08,2025-05-20T18:00:00+00:00,next_workday,0.6457,0.7819,0.1362,0,False,validation,synthetic
OUT-000380,ACT-000425,FAC-001,LINE-08,2025-05-21T18:00:00+00:00,next_workday,0.7819,0.8667,0.0848,0,False,validation,synthetic
OUT-000381,ACT-000426,FAC-001,LINE-08,2025-05-22T18:00:00+00:00,next_workday,0.8667,1.0286,0.1619,1,False,validation,synthetic
OUT-000382,ACT-000427,FAC-001,LINE-08,2025-05-25T18:00:00+00:00,next_workday,0.9133,0.8619,-0.0514,0,False,validation,synthetic
OUT-000383,ACT-000428,FAC-001,LINE-08,2025-05-26T18:00:00+00:00,next_workday,0.8619,1.019,0.1571,1,False,validation,synthetic
OUT-000384,ACT-000429,FAC-001,LINE-08,2025-05-28T18:00:00+00:00,next_workday,0.9496,1.0,0.0504,1,False,validation,synthetic
OUT-000385,ACT-000430,FAC-001,LINE-08,2025-05-31T18:00:00+00:00,next_workday,0.6083,0.9104,0.3021,0,False,validation,synthetic
OUT-000386,ACT-000431,FAC-001,LINE-08,2025-06-07T18:00:00+00:00,next_workday,0.8313,0.9021,0.0708,0,False,test,synthetic
OUT-000387,ACT-000432,FAC-001,LINE-08,2025-06-09T18:00:00+00:00,next_workday,0.8625,0.8583,-0.0042,0,False,test,synthetic
OUT-000388,ACT-000433,FAC-001,LINE-08,2025-06-10T18:00:00+00:00,next_workday,0.8583,0.903,0.0447,0,False,test,synthetic
OUT-000389,ACT-000434,FAC-001,LINE-08,2025-06-11T18:00:00+00:00,next_workday,0.903,0.6667,-0.2363,0,False,test,synthetic
OUT-000390,ACT-000435,FAC-001,LINE-08,2025-06-12T18:00:00+00:00,next_workday,0.6667,1.0,0.3333,1,False,test,synthetic
OUT-000391,ACT-000437,FAC-001,LINE-08,2025-06-22T18:00:00+00:00,next_workday,0.9174,1.0,0.0826,1,False,test,synthetic
OUT-000392,ACT-000438,FAC-001,LINE-08,2025-06-24T18:00:00+00:00,next_workday,0.678,0.8329,0.1549,0,False,test,synthetic
OUT-000393,ACT-000439,FAC-001,LINE-08,2025-06-25T18:00:00+00:00,next_workday,0.8329,0.9671,0.1341,0,False,test,synthetic
OUT-000394,ACT-000440,FAC-001,LINE-08,2025-06-29T18:00:00+00:00,next_workday,0.9134,1.0122,0.0988,1,False,test,synthetic
