downtime_id,factory_id,line_id,order_id,work_date,machine_type,started_at,duration_minutes,reason_code,resolved,data_split,dataset_provenance
DOWN-000373,FAC-001,LINE-07,ORD-07-006,2025-03-08,iron,2025-03-08T10:10:00+00:00,46,power_interruption,True,train,synthetic
DOWN-000374,FAC-001,LINE-07,ORD-07-006,2025-03-13,flatlock,2025-03-13T13:02:00+00:00,16,timing_adjustment,True,train,synthetic
DOWN-000375,FAC-001,LINE-07,ORD-07-007,2025-03-25,button_hole,2025-03-25T13:00:00+00:00,10,thread_break,True,train,synthetic
DOWN-000376,FAC-001,LINE-07,ORD-07-008,2025-03-26,single_needle,2025-03-26T11:06:00+00:00,24,power_interruption,True,train,synthetic
DOWN-000377,FAC-001,LINE-07,ORD-07-008,2025-03-29,cutting_machine,2025-03-29T16:24:00+00:00,17,timing_adjustment,True,train,synthetic
DOWN-000378,FAC-001,LINE-07,ORD-07-008,2025-03-29,button_attach,2025-03-29T08:27:00+00:00,8,thread_break,True,train,synthetic
DOWN-000379,FAC-001,LINE-07,ORD-07-008,2025-04-02,iron,2025-04-02T11:18:00+00:00,8,needle_damage,False,train,synthetic
DOWN-000380,FAC-001,LINE-07,ORD-07-008,2025-04-05,flatlock,2025-04-05T12:06:00+00:00,24,timing_adjustment,True,train,synthetic
DOWN-000381,FAC-001,LINE-07,ORD-07-008,2025-04-06,overlock,2025-04-06T09:12:00+00:00,14,thread_break,True,train,synthetic
DOWN-000382,FAC-001,LINE-07,ORD-07-009,2025-04-09,iron,2025-04-09T15:04:00+00:00,29,needle_damage,True,train,synthetic
DOWN-000383,FAC-001,LINE-07,ORD-07-009,2025-04-14,single_needle,2025-04-14T13:22:00+00:00,43,preventive_maintenance,True,train,synthetic
DOWN-000384,FAC-001,LINE-07,ORD-07-009,2025-04-16,button_hole,2025-04-16T08:04:00+00:00,19,motor_issue,True,train,synthetic
DOWN-000385,FAC-001,LINE-07,ORD-07-010,2025-04-24,flatlock,2025-04-24T16:08:00+00:00,12,power_interruption,False,train,synthetic
DOWN-000386,FAC-001,LINE-07,ORD-07-010,2025-04-26,button_attach,2025-04-26T08:23:00+00:00,15,power_interruption,True,train,synthetic
DOWN-000387,FAC-001,LINE-07,ORD-07-011,2025-04-28,cutting_machine,2025-04-28T15:23:00+00:00,15,motor_issue,True,train,synthetic
DOWN-000388,FAC-001,LINE-07,ORD-07-012,2025-05-11,bartack,2025-05-11T11:13:00+00:00,67,power_interruption,True,validation,synthetic
DOWN-000389,FAC-001,LINE-07,ORD-07-012,2025-05-14,overlock,2025-05-14T11:19:00+00:00,13,thread_break,True,validation,synthetic
DOWN-000390,FAC-001,LINE-07,ORD-07-012,2025-05-14,iron,2025-05-14T13:29:00+00:00,23,timing_adjustment,True,validation,synthetic
DOWN-000391,FAC-001,LINE-07,ORD-07-012,2025-05-15,cutting_machine,2025-05-15T08:24:00+00:00,50,motor_issue,True,validation,synthetic
DOWN-000392,FAC-001,LINE-07,ORD-07-013,2025-05-19,overlock,2025-05-19T15:03:00+00:00,36,timing_adjustment,False,validation,synthetic
DOWN-000393,FAC-001,LINE-07,ORD-07-013,2025-05-27,overlock,2025-05-27T10:17:00+00:00,15,power_interruption,True,validation,synthetic
DOWN-000394,FAC-001,LINE-07,ORD-07-014,2025-05-31,overlock,2025-05-31T16:16:00+00:00,19,thread_break,True,validation,synthetic
DOWN-000395,FAC-001,LINE-07,ORD-07-014,2025-06-02,cutting_machine,2025-06-02T13:28:00+00:00,19,needle_damage,True,test,synthetic
DOWN-000396,FAC-001,LINE-07,ORD-07-014,2025-06-03,bartack,2025-06-03T16:05:00+00:00,37,thread_break,True,test,synthetic
DOWN-000397,FAC-001,LINE-07,ORD-07-015,2025-06-07,bartack,2025-06-07T09:11:00+00:00,9,needle_damage,True,test,synthetic
DOWN-000398,FAC-001,LINE-07,ORD-07-015,2025-06-08,overlock,2025-06-08T10:10:00+00:00,18,preventive_maintenance,True,test,synthetic
DOWN-000399,FAC-001,LINE-07,ORD-07-016,2025-06-17,flatlock,2025-06-17T11:28:00+00:00,44,preventive_maintenance,True,test,synthetic
DOWN-000400,FAC-001,LINE-07,ORD-07-016,2025-06-19,overlock,2025-06-19T13:15:00+00:00,51,power_interruption,True,test,synthetic
DOWN-000401,FAC-001,LINE-07,ORD-07-016,2025-06-22,single_needle,2025-06-22T08:23:00+00:00,39,motor_issue,True,test,synthetic
DOWN-000402,FAC-001,LINE-07,ORD-07-016,2025-06-24,overlock,2025-06-24T08:13:00+00:00,23,thread_break,True,test,synthetic
DOWN-000403,FAC-001,LINE-07,ORD-07-017,2025-06-29,button_hole,2025-06-29T08:23:00+00:00,21,motor_issue,True,test,synthetic
DOWN-000404,FAC-001,LINE-08,ORD-08-002,2025-01-16,overlock,2025-01-16T08:10:00+00:00,38,motor_issue,True,train,synthetic
DOWN-000405,FAC-001,LINE-08,ORD-08-002,2025-01-18,button_hole,2025-01-18T12:08:00+00:00,8,thread_break,True,train,synthetic
DOWN-000406,FAC-001,LINE-08,ORD-08-003,2025-01-20,single_needle,2025-01-20T14:19:00+00:00,40,timing_adjustment,True,train,synthetic
DOWN-000407,FAC-001,LINE-08,ORD-08-003,2025-01-27,flatlock,2025-01-27T10:11:00+00:00,9,preventive_maintenance,True,train,synthetic
DOWN-000408,FAC-001,LINE-08,ORD-08-003,2025-01-27,cutting_machine,2025-01-27T10:10:00+00:00,11,timing_adjustment,True,train,synthetic
DOWN-000409,FAC-001,LINE-08,ORD-08-004,2025-01-30,cutting_machine,2025-01-30T13:20:00+00:00,46,motor_issue,True,train,synthetic
DOWN-000410,FAC-001,LINE-08,ORD-08-004,2025-02-02,cutting_machine,2025-02-02T10:13:00+00:00,25,timing_adjustment,True,train,synthetic
DOWN-000411,FAC-001,LINE-08,ORD-08-004,2025-02-03,single_needle,2025-02-03T14:08:00+00:00,29,timing_adjustment,True,train,synthetic
DOWN-000412,FAC-001,LINE-08,ORD-08-004,2025-02-05,single_needle,2025-02-05T09:22:00+00:00,33,motor_issue,True,train,synthetic
DOWN-000413,FAC-001,LINE-08,ORD-08-004,2025-02-05,button_attach,2025-02-05T08:10:00+00:00,27,preventive_maintenance,True,train,synthetic
DOWN-000414,FAC-001,LINE-08,ORD-08-005,2025-02-09,iron,2025-02-09T13:13:00+00:00,25,power_interruption,True,train,synthetic
DOWN-000415,FAC-001,LINE-08,ORD-08-005,2025-02-10,bartack,2025-02-10T12:00:00+00:00,9,needle_damage,True,train,synthetic
DOWN-000416,FAC-001,LINE-08,ORD-08-005,2025-02-10,bartack,2025-02-10T11:13:00+00:00,8,preventive_maintenance,True,train,synthetic
DOWN-000417,FAC-001,LINE-08,ORD-08-005,2025-02-12,button_attach,2025-02-12T09:27:00+00:00,35,thread_break,True,train,synthetic
DOWN-000418,FAC-001,LINE-08,ORD-08-005,2025-02-12,button_hole,2025-02-12T14:28:00+00:00,39,preventive_maintenance,True,train,synthetic
DOWN-000419,FAC-001,LINE-08,ORD-08-005,2025-02-13,button_hole,2025-02-13T10:07:00+00:00,32,timing_adjustment,True,train,synthetic
DOWN-000420,FAC-001,LINE-08,ORD-08-005,2025-02-17,flatlock,2025-02-17T16:03:00+00:00,57,preventive_maintenance,True,train,synthetic
DOWN-000421,FAC-001,LINE-08,ORD-08-005,2025-02-17,single_needle,2025-02-17T12:09:00+00:00,17,thread_break,True,train,synthetic
DOWN-000422,FAC-001,LINE-08,ORD-08-006,2025-02-20,bartack,2025-02-20T13:18:00+00:00,42,needle_damage,False,train,synthetic
DOWN-000423,FAC-001,LINE-08,ORD-08-006,2025-02-23,button_attach,2025-02-23T15:17:00+00:00,57,preventive_maintenance,True,train,synthetic
DOWN-000424,FAC-001,LINE-08,ORD-08-006,2025-02-26,button_hole,2025-02-26T08:28:00+00:00,27,needle_damage,True,train,synthetic
DOWN-000425,FAC-001,LINE-08,ORD-08-006,2025-03-02,bartack,2025-03-02T16:08:00+00:00,27,power_interruption,False,train,synthetic
DOWN-000426,FAC-001,LINE-08,ORD-08-007,2025-03-04,single_needle,2025-03-04T13:26:00+00:00,31,preventive_maintenance,True,train,synthetic
DOWN-000427,FAC-001,LINE-08,ORD-08-007,2025-03-04,bartack,2025-03-04T13:19:00+00:00,29,preventive_maintenance,False,train,synthetic
DOWN-000428,FAC-001,LINE-08,ORD-08-007,2025-03-04,bartack,2025-03-04T16:05:00+00:00,44,timing_adjustment,True,train,synthetic
DOWN-000429,FAC-001,LINE-08,ORD-08-008,2025-03-11,button_attach,2025-03-11T14:15:00+00:00,36,thread_break,False,train,synthetic
DOWN-000430,FAC-001,LINE-08,ORD-08-008,2025-03-16,overlock,2025-03-16T10:09:00+00:00,56,motor_issue,True,train,synthetic
DOWN-000431,FAC-001,LINE-08,ORD-08-008,2025-03-17,iron,2025-03-17T16:08:00+00:00,41,thread_break,False,train,synthetic
DOWN-000432,FAC-001,LINE-08,ORD-08-010,2025-04-02,single_needle,2025-04-02T10:05:00+00:00,22,power_interruption,True,train,synthetic
DOWN-000433,FAC-001,LINE-08,ORD-08-010,2025-04-05,single_needle,2025-04-05T09:06:00+00:00,11,motor_issue,True,train,synthetic
DOWN-000434,FAC-001,LINE-08,ORD-08-010,2025-04-06,button_hole,2025-04-06T16:19:00+00:00,21,timing_adjustment,True,train,synthetic
DOWN-000435,FAC-001,LINE-08,ORD-08-010,2025-04-07,iron,2025-04-07T13:13:00+00:00,16,motor_issue,True,train,synthetic
DOWN-000436,FAC-001,LINE-08,ORD-08-010,2025-04-07,cutting_machine,2025-04-07T11:19:00+00:00,20,needle_damage,True,train,synthetic
DOWN-000437,FAC-001,LINE-08,ORD-08-011,2025-04-10,button_hole,2025-04-10T09:03:00+00:00,22,motor_issue,True,train,synthetic
DOWN-000438,FAC-001,LINE-08,ORD-08-011,2025-04-19,overlock,2025-04-19T15:05:00+00:00,75,needle_damage,True,train,synthetic
DOWN-000439,FAC-001,LINE-08,ORD-08-012,2025-04-26,bartack,2025-04-26T09:24:00+00:00,8,motor_issue,True,train,synthetic
DOWN-000440,FAC-001,LINE-08,ORD-08-012,2025-04-26,single_needle,2025-04-26T09:23:00+00:00,58,timing_adjustment,True,train,synthetic
DOWN-000441,FAC-001,LINE-08,ORD-08-013,2025-04-29,flatlock,2025-04-29T12:02:00+00:00,58,needle_damage,True,train,synthetic
DOWN-000442,FAC-001,LINE-08,ORD-08-013,2025-04-30,bartack,2025-04-30T08:12:00+00:00,11,preventive_maintenance,True,train,synthetic
DOWN-000443,FAC-001,LINE-08,ORD-08-013,2025-04-30,overlock,2025-04-30T11:28:00+00:00,72,preventive_maintenance,True,train,synthetic
DOWN-000444,FAC-001,LINE-08,ORD-08-013,2025-05-01,cutting_machine,2025-05-01T15:04:00+00:00,44,timing_adjustment,True,validation,synthetic
DOWN-000445,FAC-001,LINE-08,ORD-08-014,2025-05-17,flatlock,2025-05-17T14:21:00+00:00,32,power_interruption,True,validation,synthetic
DOWN-000446,FAC-001,LINE-08,ORD-08-015,2025-05-19,flatlock,2025-05-19T14:02:00+00:00,31,power_interruption,True,validation,synthetic
DOWN-000447,FAC-001,LINE-08,ORD-08-015,2025-05-20,single_needle,2025-05-20T16:06:00+00:00,17,power_interruption,True,validation,synthetic
DOWN-000448,FAC-001,LINE-08,ORD-08-015,2025-05-20,flatlock,2025-05-20T09:21:00+00:00,95,needle_damage,True,validation,synthetic
DOWN-000449,FAC-001,LINE-08,ORD-08-015,2025-05-21,iron,2025-05-21T09:03:00+00:00,43,power_interruption,True,validation,synthetic
DOWN-000450,FAC-001,LINE-08,ORD-08-015,2025-05-21,single_needle,2025-05-21T15:13:00+00:00,22,power_interruption,True,validation,synthetic
DOWN-000451,FAC-001,LINE-08,ORD-08-015,2025-05-24,single_needle,2025-05-24T08:23:00+00:00,27,preventive_maintenance,True,validation,synthetic
DOWN-000452,FAC-001,LINE-08,ORD-08-015,2025-05-24,button_hole,2025-05-24T11:19:00+00:00,32,preventive_maintenance,True,validation,synthetic
DOWN-000453,FAC-001,LINE-08,ORD-08-016,2025-06-04,bartack,2025-06-04T08:20:00+00:00,17,motor_issue,True,test,synthetic
DOWN-000454,FAC-001,LINE-08,ORD-08-016,2025-06-05,flatlock,2025-06-05T13:15:00+00:00,58,needle_damage,True,test,synthetic
DOWN-000455,FAC-001,LINE-08,ORD-08-016,2025-06-05,bartack,2025-06-05T12:28:00+00:00,46,preventive_maintenance,True,test,synthetic
DOWN-000456,FAC-001,LINE-08,ORD-08-016,2025-06-07,overlock,2025-06-07T08:21:00+00:00,8,thread_break,True,test,synthetic
DOWN-000457,FAC-001,LINE-08,ORD-08-016,2025-06-08,single_needle,2025-06-08T15:02:00+00:00,20,needle_damage,True,test,synthetic
DOWN-000458,FAC-001,LINE-08,ORD-08-016,2025-06-09,bartack,2025-06-09T11:18:00+00:00,22,timing_adjustment,True,test,synthetic
DOWN-000459,FAC-001,LINE-08,ORD-08-016,2025-06-10,flatlock,2025-06-10T10:20:00+00:00,34,timing_adjustment,True,test,synthetic
DOWN-000460,FAC-001,LINE-08,ORD-08-016,2025-06-10,cutting_machine,2025-06-10T16:07:00+00:00,34,power_interruption,True,test,synthetic
DOWN-000461,FAC-001,LINE-08,ORD-08-016,2025-06-12,single_needle,2025-06-12T08:01:00+00:00,8,power_interruption,True,test,synthetic
DOWN-000462,FAC-001,LINE-08,ORD-08-017,2025-06-21,cutting_machine,2025-06-21T12:10:00+00:00,44,thread_break,True,test,synthetic
DOWN-000463,FAC-001,LINE-08,ORD-08-018,2025-06-26,button_attach,2025-06-26T14:23:00+00:00,15,motor_issue,True,test,synthetic
DOWN-000464,FAC-001,LINE-08,ORD-08-018,2025-06-30,flatlock,2025-06-30T10:27:00+00:00,18,power_interruption,True,test,synthetic
