quality_defect_id,factory_id,work_date,line_id,order_id,style_id,defect_code,defect_count,inspected_qty,severity,data_split,dataset_provenance
QDEF-002928,FAC-001,2025-04-16,LINE-04,ORD-04-012,STY-014,skip_stitch,3,249,minor,train,synthetic
QDEF-002929,FAC-001,2025-04-16,LINE-04,ORD-04-012,STY-014,open_seam,2,249,minor,train,synthetic
QDEF-002930,FAC-001,2025-04-16,LINE-04,ORD-04-012,STY-014,shade_variation,2,249,minor,train,synthetic
QDEF-002931,FAC-001,2025-04-16,LINE-04,ORD-04-012,STY-014,uneven_stitch,1,249,minor,train,synthetic
QDEF-002932,FAC-001,2025-04-16,LINE-04,ORD-04-012,STY-014,puckering,2,249,minor,train,synthetic
QDEF-002933,FAC-001,2025-04-16,LINE-04,ORD-04-012,STY-014,measurement_variance,1,249,minor,train,synthetic
QDEF-002934,FAC-001,2025-04-17,LINE-04,ORD-04-012,STY-014,open_seam,2,235,major,train,synthetic
QDEF-002935,FAC-001,2025-04-17,LINE-04,ORD-04-012,STY-014,skip_stitch,3,235,major,train,synthetic
QDEF-002936,FAC-001,2025-04-17,LINE-04,ORD-04-012,STY-014,puckering,1,235,minor,train,synthetic
QDEF-002937,FAC-001,2025-04-17,LINE-04,ORD-04-012,STY-014,oil_mark,1,235,minor,train,synthetic
QDEF-002938,FAC-001,2025-04-17,LINE-04,ORD-04-012,STY-014,uneven_stitch,2,235,minor,train,synthetic
QDEF-002939,FAC-001,2025-04-17,LINE-04,ORD-04-012,STY-014,shade_variation,1,235,major,train,synthetic
QDEF-002940,FAC-001,2025-04-19,LINE-04,ORD-04-012,STY-014,skip_stitch,4,140,minor,train,synthetic
QDEF-002941,FAC-001,2025-04-19,LINE-04,ORD-04-012,STY-014,uneven_stitch,1,140,minor,train,synthetic
QDEF-002942,FAC-001,2025-04-19,LINE-04,ORD-04-012,STY-014,measurement_variance,1,140,minor,train,synthetic
QDEF-002943,FAC-001,2025-04-19,LINE-04,ORD-04-012,STY-014,puckering,2,140,major,train,synthetic
QDEF-002944,FAC-001,2025-04-19,LINE-04,ORD-04-012,STY-014,shade_variation,1,140,minor,train,synthetic
QDEF-002945,FAC-001,2025-04-19,LINE-04,ORD-04-012,STY-014,open_seam,1,140,minor,train,synthetic
QDEF-002946,FAC-001,2025-04-19,LINE-04,ORD-04-012,STY-014,oil_mark,1,140,minor,train,synthetic
QDEF-002947,FAC-001,2025-04-20,LINE-04,ORD-04-012,STY-014,uneven_stitch,4,277,minor,train,synthetic
QDEF-002948,FAC-001,2025-04-20,LINE-04,ORD-04-012,STY-014,shade_variation,2,277,minor,train,synthetic
QDEF-002949,FAC-001,2025-04-20,LINE-04,ORD-04-012,STY-014,skip_stitch,2,277,major,train,synthetic
QDEF-002950,FAC-001,2025-04-20,LINE-04,ORD-04-012,STY-014,open_seam,2,277,minor,train,synthetic
QDEF-002951,FAC-001,2025-04-21,LINE-04,ORD-04-012,STY-014,open_seam,3,154,major,train,synthetic
QDEF-002952,FAC-001,2025-04-21,LINE-04,ORD-04-012,STY-014,puckering,2,154,minor,train,synthetic
QDEF-002953,FAC-001,2025-04-21,LINE-04,ORD-04-012,STY-014,measurement_variance,2,154,minor,train,synthetic
QDEF-002954,FAC-001,2025-04-21,LINE-04,ORD-04-012,STY-014,oil_mark,1,154,major,train,synthetic
QDEF-002955,FAC-001,2025-04-21,LINE-04,ORD-04-012,STY-014,uneven_stitch,1,154,minor,train,synthetic
QDEF-002956,FAC-001,2025-04-21,LINE-04,ORD-04-012,STY-014,shade_variation,1,154,major,train,synthetic
QDEF-002957,FAC-001,2025-04-23,LINE-04,ORD-04-013,STY-015,open_seam,1,363,minor,train,synthetic
QDEF-002958,FAC-001,2025-04-23,LINE-04,ORD-04-013,STY-015,measurement_variance,2,363,major,train,synthetic
QDEF-002959,FAC-001,2025-04-23,LINE-04,ORD-04-013,STY-015,oil_mark,2,363,minor,train,synthetic
QDEF-002960,FAC-001,2025-04-23,LINE-04,ORD-04-013,STY-015,puckering,3,363,minor,train,synthetic
QDEF-002961,FAC-001,2025-04-23,LINE-04,ORD-04-013,STY-015,uneven_stitch,2,363,major,train,synthetic
QDEF-002962,FAC-001,2025-04-24,LINE-04,ORD-04-013,STY-015,open_seam,2,489,minor,train,synthetic
QDEF-002963,FAC-001,2025-04-24,LINE-04,ORD-04-013,STY-015,measurement_variance,4,489,major,train,synthetic
QDEF-002964,FAC-001,2025-04-24,LINE-04,ORD-04-013,STY-015,puckering,1,489,minor,train,synthetic
QDEF-002965,FAC-001,2025-04-24,LINE-04,ORD-04-013,STY-015,skip_stitch,5,489,minor,train,synthetic
QDEF-002966,FAC-001,2025-04-24,LINE-04,ORD-04-013,STY-015,uneven_stitch,2,489,major,train,synthetic
QDEF-002967,FAC-001,2025-04-24,LINE-04,ORD-04-013,STY-015,shade_variation,2,489,minor,train,synthetic
QDEF-002968,FAC-001,2025-04-24,LINE-04,ORD-04-013,STY-015,oil_mark,2,489,major,train,synthetic
QDEF-002969,FAC-001,2025-04-26,LINE-04,ORD-04-013,STY-015,skip_stitch,2,566,minor,train,synthetic
QDEF-002970,FAC-001,2025-04-26,LINE-04,ORD-04-013,STY-015,open_seam,4,566,minor,train,synthetic
QDEF-002971,FAC-001,2025-04-26,LINE-04,ORD-04-013,STY-015,puckering,4,566,minor,train,synthetic
QDEF-002972,FAC-001,2025-04-26,LINE-04,ORD-04-013,STY-015,oil_mark,1,566,minor,train,synthetic
QDEF-002973,FAC-001,2025-04-26,LINE-04,ORD-04-013,STY-015,shade_variation,5,566,major,train,synthetic
QDEF-002974,FAC-001,2025-04-26,LINE-04,ORD-04-013,STY-015,uneven_stitch,4,566,minor,train,synthetic
QDEF-002975,FAC-001,2025-04-26,LINE-04,ORD-04-013,STY-015,measurement_variance,2,566,minor,train,synthetic
QDEF-002976,FAC-001,2025-04-27,LINE-04,ORD-04-013,STY-015,skip_stitch,2,596,major,train,synthetic
QDEF-002977,FAC-001,2025-04-27,LINE-04,ORD-04-013,STY-015,uneven_stitch,4,596,minor,train,synthetic
QDEF-002978,FAC-001,2025-04-27,LINE-04,ORD-04-013,STY-015,open_seam,5,596,major,train,synthetic
QDEF-002979,FAC-001,2025-04-27,LINE-04,ORD-04-013,STY-015,shade_variation,3,596,minor,train,synthetic
QDEF-002980,FAC-001,2025-04-27,LINE-04,ORD-04-013,STY-015,oil_mark,2,596,minor,train,synthetic
QDEF-002981,FAC-001,2025-04-28,LINE-04,ORD-04-013,STY-015,skip_stitch,3,460,minor,train,synthetic
QDEF-002982,FAC-001,2025-04-28,LINE-04,ORD-04-013,STY-015,uneven_stitch,2,460,minor,train,synthetic
QDEF-002983,FAC-001,2025-04-28,LINE-04,ORD-04-013,STY-015,puckering,3,460,minor,train,synthetic
QDEF-002984,FAC-001,2025-04-28,LINE-04,ORD-04-013,STY-015,oil_mark,3,460,minor,train,synthetic
QDEF-002985,FAC-001,2025-04-28,LINE-04,ORD-04-013,STY-015,measurement_variance,4,460,major,train,synthetic
QDEF-002986,FAC-001,2025-04-28,LINE-04,ORD-04-013,STY-015,open_seam,1,460,minor,train,synthetic
QDEF-002987,FAC-001,2025-04-28,LINE-04,ORD-04-013,STY-015,shade_variation,1,460,major,train,synthetic
QDEF-002988,FAC-001,2025-04-29,LINE-04,ORD-04-013,STY-015,puckering,2,607,major,train,synthetic
QDEF-002989,FAC-001,2025-04-29,LINE-04,ORD-04-013,STY-015,skip_stitch,4,607,minor,train,synthetic
QDEF-002990,FAC-001,2025-04-29,LINE-04,ORD-04-013,STY-015,measurement_variance,4,607,minor,train,synthetic
QDEF-002991,FAC-001,2025-04-29,LINE-04,ORD-04-013,STY-015,oil_mark,2,607,critical,train,synthetic
QDEF-002992,FAC-001,2025-04-29,LINE-04,ORD-04-013,STY-015,uneven_stitch,2,607,minor,train,synthetic
QDEF-002993,FAC-001,2025-04-29,LINE-04,ORD-04-013,STY-015,shade_variation,4,607,critical,train,synthetic
QDEF-002994,FAC-001,2025-04-29,LINE-04,ORD-04-013,STY-015,open_seam,6,607,critical,train,synthetic
QDEF-002995,FAC-001,2025-04-30,LINE-04,ORD-04-013,STY-015,open_seam,5,583,minor,train,synthetic
QDEF-002996,FAC-001,2025-04-30,LINE-04,ORD-04-013,STY-015,measurement_variance,6,583,major,train,synthetic
QDEF-002997,FAC-001,2025-04-30,LINE-04,ORD-04-013,STY-015,skip_stitch,2,583,minor,train,synthetic
QDEF-002998,FAC-001,2025-04-30,LINE-04,ORD-04-013,STY-015,puckering,3,583,major,train,synthetic
QDEF-002999,FAC-001,2025-04-30,LINE-04,ORD-04-013,STY-015,shade_variation,1,583,minor,train,synthetic
QDEF-003000,FAC-001,2025-04-30,LINE-04,ORD-04-013,STY-015,uneven_stitch,3,583,major,train,synthetic
QDEF-003001,FAC-001,2025-05-01,LINE-04,ORD-04-013,STY-015,skip_stitch,1,581,major,validation,synthetic
QDEF-003002,FAC-001,2025-05-01,LINE-04,ORD-04-013,STY-015,open_seam,2,581,major,validation,synthetic
QDEF-003003,FAC-001,2025-05-01,LINE-04,ORD-04-013,STY-015,uneven_stitch,5,581,major,validation,synthetic
QDEF-003004,FAC-001,2025-05-01,LINE-04,ORD-04-013,STY-015,measurement_variance,3,581,minor,validation,synthetic
QDEF-003005,FAC-001,2025-05-01,LINE-04,ORD-04-013,STY-015,oil_mark,3,581,minor,validation,synthetic
QDEF-003006,FAC-001,2025-05-01,LINE-04,ORD-04-013,STY-015,shade_variation,3,581,major,validation,synthetic
QDEF-003007,FAC-001,2025-05-01,LINE-04,ORD-04-013,STY-015,puckering,2,581,major,validation,synthetic
QDEF-003008,FAC-001,2025-05-03,LINE-04,ORD-04-013,STY-015,skip_stitch,3,338,minor,validation,synthetic
QDEF-003009,FAC-001,2025-05-03,LINE-04,ORD-04-013,STY-015,puckering,8,338,major,validation,synthetic
QDEF-003010,FAC-001,2025-05-03,LINE-04,ORD-04-013,STY-015,measurement_variance,3,338,minor,validation,synthetic
QDEF-003011,FAC-001,2025-05-03,LINE-04,ORD-04-013,STY-015,open_seam,3,338,minor,validation,synthetic
QDEF-003012,FAC-001,2025-05-03,LINE-04,ORD-04-013,STY-015,shade_variation,5,338,minor,validation,synthetic
QDEF-003013,FAC-001,2025-05-03,LINE-04,ORD-04-013,STY-015,oil_mark,2,338,major,validation,synthetic
QDEF-003014,FAC-001,2025-05-04,LINE-04,ORD-04-013,STY-015,measurement_variance,2,31,minor,validation,synthetic
QDEF-003015,FAC-001,2025-05-04,LINE-04,ORD-04-013,STY-015,shade_variation,1,31,minor,validation,synthetic
QDEF-003016,FAC-001,2025-05-05,LINE-04,ORD-04-014,STY-029,shade_variation,1,229,minor,validation,synthetic
QDEF-003017,FAC-001,2025-05-05,LINE-04,ORD-04-014,STY-029,open_seam,2,229,minor,validation,synthetic
QDEF-003018,FAC-001,2025-05-05,LINE-04,ORD-04-014,STY-029,skip_stitch,3,229,major,validation,synthetic
QDEF-003019,FAC-001,2025-05-05,LINE-04,ORD-04-014,STY-029,oil_mark,3,229,minor,validation,synthetic
QDEF-003020,FAC-001,2025-05-05,LINE-04,ORD-04-014,STY-029,measurement_variance,2,229,major,validation,synthetic
QDEF-003021,FAC-001,2025-05-05,LINE-04,ORD-04-014,STY-029,puckering,3,229,minor,validation,synthetic
QDEF-003022,FAC-001,2025-05-06,LINE-04,ORD-04-014,STY-029,open_seam,2,295,critical,validation,synthetic
QDEF-003023,FAC-001,2025-05-06,LINE-04,ORD-04-014,STY-029,measurement_variance,1,295,major,validation,synthetic
QDEF-003024,FAC-001,2025-05-06,LINE-04,ORD-04-014,STY-029,shade_variation,1,295,minor,validation,synthetic
QDEF-003025,FAC-001,2025-05-06,LINE-04,ORD-04-014,STY-029,skip_stitch,3,295,major,validation,synthetic
QDEF-003026,FAC-001,2025-05-06,LINE-04,ORD-04-014,STY-029,uneven_stitch,3,295,minor,validation,synthetic
QDEF-003027,FAC-001,2025-05-06,LINE-04,ORD-04-014,STY-029,oil_mark,3,295,minor,validation,synthetic
QDEF-003028,FAC-001,2025-05-07,LINE-04,ORD-04-014,STY-029,measurement_variance,3,329,minor,validation,synthetic
QDEF-003029,FAC-001,2025-05-07,LINE-04,ORD-04-014,STY-029,puckering,3,329,minor,validation,synthetic
QDEF-003030,FAC-001,2025-05-07,LINE-04,ORD-04-014,STY-029,skip_stitch,2,329,minor,validation,synthetic
QDEF-003031,FAC-001,2025-05-07,LINE-04,ORD-04-014,STY-029,open_seam,2,329,minor,validation,synthetic
QDEF-003032,FAC-001,2025-05-07,LINE-04,ORD-04-014,STY-029,uneven_stitch,1,329,minor,validation,synthetic
QDEF-003033,FAC-001,2025-05-07,LINE-04,ORD-04-014,STY-029,shade_variation,3,329,major,validation,synthetic
QDEF-003034,FAC-001,2025-05-07,LINE-04,ORD-04-014,STY-029,oil_mark,3,329,major,validation,synthetic
QDEF-003035,FAC-001,2025-05-08,LINE-04,ORD-04-014,STY-029,uneven_stitch,2,367,minor,validation,synthetic
QDEF-003036,FAC-001,2025-05-08,LINE-04,ORD-04-014,STY-029,shade_variation,2,367,minor,validation,synthetic
QDEF-003037,FAC-001,2025-05-08,LINE-04,ORD-04-014,STY-029,puckering,3,367,major,validation,synthetic
QDEF-003038,FAC-001,2025-05-08,LINE-04,ORD-04-014,STY-029,oil_mark,2,367,minor,validation,synthetic
QDEF-003039,FAC-001,2025-05-08,LINE-04,ORD-04-014,STY-029,skip_stitch,3,367,minor,validation,synthetic
QDEF-003040,FAC-001,2025-05-08,LINE-04,ORD-04-014,STY-029,open_seam,1,367,minor,validation,synthetic
QDEF-003041,FAC-001,2025-05-08,LINE-04,ORD-04-014,STY-029,measurement_variance,3,367,minor,validation,synthetic
QDEF-003042,FAC-001,2025-05-10,LINE-04,ORD-04-014,STY-029,measurement_variance,4,416,minor,validation,synthetic
QDEF-003043,FAC-001,2025-05-10,LINE-04,ORD-04-014,STY-029,shade_variation,4,416,major,validation,synthetic
QDEF-003044,FAC-001,2025-05-10,LINE-04,ORD-04-014,STY-029,skip_stitch,3,416,minor,validation,synthetic
QDEF-003045,FAC-001,2025-05-10,LINE-04,ORD-04-014,STY-029,uneven_stitch,3,416,minor,validation,synthetic
QDEF-003046,FAC-001,2025-05-10,LINE-04,ORD-04-014,STY-029,open_seam,1,416,major,validation,synthetic
QDEF-003047,FAC-001,2025-05-10,LINE-04,ORD-04-014,STY-029,puckering,2,416,minor,validation,synthetic
QDEF-003048,FAC-001,2025-05-10,LINE-04,ORD-04-014,STY-029,oil_mark,1,416,minor,validation,synthetic
QDEF-003049,FAC-001,2025-05-11,LINE-04,ORD-04-014,STY-029,open_seam,5,391,minor,validation,synthetic
QDEF-003050,FAC-001,2025-05-11,LINE-04,ORD-04-014,STY-029,measurement_variance,3,391,critical,validation,synthetic
QDEF-003051,FAC-001,2025-05-11,LINE-04,ORD-04-014,STY-029,oil_mark,3,391,major,validation,synthetic
QDEF-003052,FAC-001,2025-05-11,LINE-04,ORD-04-014,STY-029,puckering,3,391,minor,validation,synthetic
QDEF-003053,FAC-001,2025-05-11,LINE-04,ORD-04-014,STY-029,skip_stitch,4,391,major,validation,synthetic
QDEF-003054,FAC-001,2025-05-11,LINE-04,ORD-04-014,STY-029,uneven_stitch,2,391,minor,validation,synthetic
QDEF-003055,FAC-001,2025-05-11,LINE-04,ORD-04-014,STY-029,shade_variation,2,391,minor,validation,synthetic
QDEF-003056,FAC-001,2025-05-12,LINE-04,ORD-04-014,STY-029,measurement_variance,3,303,minor,validation,synthetic
QDEF-003057,FAC-001,2025-05-12,LINE-04,ORD-04-014,STY-029,skip_stitch,5,303,major,validation,synthetic
QDEF-003058,FAC-001,2025-05-12,LINE-04,ORD-04-014,STY-029,open_seam,1,303,minor,validation,synthetic
QDEF-003059,FAC-001,2025-05-12,LINE-04,ORD-04-014,STY-029,uneven_stitch,6,303,minor,validation,synthetic
QDEF-003060,FAC-001,2025-05-12,LINE-04,ORD-04-014,STY-029,oil_mark,3,303,minor,validation,synthetic
QDEF-003061,FAC-001,2025-05-12,LINE-04,ORD-04-014,STY-029,puckering,3,303,minor,validation,synthetic
QDEF-003062,FAC-001,2025-05-12,LINE-04,ORD-04-014,STY-029,shade_variation,2,303,minor,validation,synthetic
QDEF-003063,FAC-001,2025-05-14,LINE-04,ORD-04-015,STY-031,open_seam,4,339,major,validation,synthetic
QDEF-003064,FAC-001,2025-05-14,LINE-04,ORD-04-015,STY-031,measurement_variance,1,339,minor,validation,synthetic
QDEF-003065,FAC-001,2025-05-14,LINE-04,ORD-04-015,STY-031,shade_variation,4,339,minor,validation,synthetic
QDEF-003066,FAC-001,2025-05-14,LINE-04,ORD-04-015,STY-031,skip_stitch,2,339,major,validation,synthetic
QDEF-003067,FAC-001,2025-05-14,LINE-04,ORD-04-015,STY-031,uneven_stitch,1,339,minor,validation,synthetic
QDEF-003068,FAC-001,2025-05-15,LINE-04,ORD-04-015,STY-031,skip_stitch,6,412,minor,validation,synthetic
QDEF-003069,FAC-001,2025-05-15,LINE-04,ORD-04-015,STY-031,open_seam,7,412,minor,validation,synthetic
QDEF-003070,FAC-001,2025-05-15,LINE-04,ORD-04-015,STY-031,uneven_stitch,7,412,minor,validation,synthetic
QDEF-003071,FAC-001,2025-05-15,LINE-04,ORD-04-015,STY-031,measurement_variance,2,412,minor,validation,synthetic
QDEF-003072,FAC-001,2025-05-15,LINE-04,ORD-04-015,STY-031,puckering,3,412,major,validation,synthetic
QDEF-003073,FAC-001,2025-05-15,LINE-04,ORD-04-015,STY-031,oil_mark,5,412,major,validation,synthetic
QDEF-003074,FAC-001,2025-05-15,LINE-04,ORD-04-015,STY-031,shade_variation,6,412,minor,validation,synthetic
QDEF-003075,FAC-001,2025-05-17,LINE-04,ORD-04-015,STY-031,measurement_variance,1,445,minor,validation,synthetic
QDEF-003076,FAC-001,2025-05-17,LINE-04,ORD-04-015,STY-031,skip_stitch,2,445,minor,validation,synthetic
QDEF-003077,FAC-001,2025-05-17,LINE-04,ORD-04-015,STY-031,open_seam,5,445,minor,validation,synthetic
QDEF-003078,FAC-001,2025-05-17,LINE-04,ORD-04-015,STY-031,oil_mark,4,445,major,validation,synthetic
QDEF-003079,FAC-001,2025-05-17,LINE-04,ORD-04-015,STY-031,puckering,1,445,minor,validation,synthetic
QDEF-003080,FAC-001,2025-05-18,LINE-04,ORD-04-015,STY-031,skip_stitch,3,484,minor,validation,synthetic
QDEF-003081,FAC-001,2025-05-18,LINE-04,ORD-04-015,STY-031,open_seam,6,484,critical,validation,synthetic
QDEF-003082,FAC-001,2025-05-18,LINE-04,ORD-04-015,STY-031,uneven_stitch,1,484,minor,validation,synthetic
QDEF-003083,FAC-001,2025-05-18,LINE-04,ORD-04-015,STY-031,measurement_variance,2,484,minor,validation,synthetic
QDEF-003084,FAC-001,2025-05-18,LINE-04,ORD-04-015,STY-031,oil_mark,4,484,minor,validation,synthetic
QDEF-003085,FAC-001,2025-05-18,LINE-04,ORD-04-015,STY-031,puckering,4,484,minor,validation,synthetic
QDEF-003086,FAC-001,2025-05-18,LINE-04,ORD-04-015,STY-031,shade_variation,1,484,major,validation,synthetic
QDEF-003087,FAC-001,2025-05-19,LINE-04,ORD-04-015,STY-031,puckering,2,206,minor,validation,synthetic
QDEF-003088,FAC-001,2025-05-19,LINE-04,ORD-04-015,STY-031,skip_stitch,2,206,minor,validation,synthetic
QDEF-003089,FAC-001,2025-05-19,LINE-04,ORD-04-015,STY-031,shade_variation,1,206,minor,validation,synthetic
QDEF-003090,FAC-001,2025-05-19,LINE-04,ORD-04-015,STY-031,open_seam,2,206,minor,validation,synthetic
QDEF-003091,FAC-001,2025-05-19,LINE-04,ORD-04-015,STY-031,oil_mark,1,206,minor,validation,synthetic
QDEF-003092,FAC-001,2025-05-22,LINE-04,ORD-04-016,STY-009,skip_stitch,3,217,minor,validation,synthetic
QDEF-003093,FAC-001,2025-05-22,LINE-04,ORD-04-016,STY-009,shade_variation,2,217,major,validation,synthetic
QDEF-003094,FAC-001,2025-05-22,LINE-04,ORD-04-016,STY-009,measurement_variance,1,217,major,validation,synthetic
QDEF-003095,FAC-001,2025-05-22,LINE-04,ORD-04-016,STY-009,oil_mark,1,217,major,validation,synthetic
QDEF-003096,FAC-001,2025-05-22,LINE-04,ORD-04-016,STY-009,open_seam,1,217,minor,validation,synthetic
QDEF-003097,FAC-001,2025-05-24,LINE-04,ORD-04-016,STY-009,open_seam,4,283,minor,validation,synthetic
QDEF-003098,FAC-001,2025-05-24,LINE-04,ORD-04-016,STY-009,shade_variation,3,283,minor,validation,synthetic
QDEF-003099,FAC-001,2025-05-24,LINE-04,ORD-04-016,STY-009,skip_stitch,2,283,minor,validation,synthetic
QDEF-003100,FAC-001,2025-05-24,LINE-04,ORD-04-016,STY-009,measurement_variance,1,283,minor,validation,synthetic
QDEF-003101,FAC-001,2025-05-24,LINE-04,ORD-04-016,STY-009,oil_mark,2,283,minor,validation,synthetic
QDEF-003102,FAC-001,2025-05-24,LINE-04,ORD-04-016,STY-009,uneven_stitch,2,283,minor,validation,synthetic
QDEF-003103,FAC-001,2025-05-25,LINE-04,ORD-04-016,STY-009,puckering,4,360,major,validation,synthetic
QDEF-003104,FAC-001,2025-05-25,LINE-04,ORD-04-016,STY-009,oil_mark,1,360,major,validation,synthetic
QDEF-003105,FAC-001,2025-05-25,LINE-04,ORD-04-016,STY-009,measurement_variance,1,360,minor,validation,synthetic
QDEF-003106,FAC-001,2025-05-25,LINE-04,ORD-04-016,STY-009,shade_variation,2,360,major,validation,synthetic
QDEF-003107,FAC-001,2025-05-25,LINE-04,ORD-04-016,STY-009,skip_stitch,1,360,minor,validation,synthetic
QDEF-003108,FAC-001,2025-05-25,LINE-04,ORD-04-016,STY-009,open_seam,2,360,major,validation,synthetic
QDEF-003109,FAC-001,2025-05-26,LINE-04,ORD-04-016,STY-009,open_seam,1,374,minor,validation,synthetic
QDEF-003110,FAC-001,2025-05-26,LINE-04,ORD-04-016,STY-009,shade_variation,3,374,minor,validation,synthetic
QDEF-003111,FAC-001,2025-05-26,LINE-04,ORD-04-016,STY-009,measurement_variance,5,374,major,validation,synthetic
QDEF-003112,FAC-001,2025-05-26,LINE-04,ORD-04-016,STY-009,skip_stitch,1,374,minor,validation,synthetic
QDEF-003113,FAC-001,2025-05-27,LINE-04,ORD-04-016,STY-009,open_seam,2,329,minor,validation,synthetic
QDEF-003114,FAC-001,2025-05-27,LINE-04,ORD-04-016,STY-009,uneven_stitch,4,329,minor,validation,synthetic
QDEF-003115,FAC-001,2025-05-27,LINE-04,ORD-04-016,STY-009,shade_variation,4,329,major,validation,synthetic
QDEF-003116,FAC-001,2025-05-27,LINE-04,ORD-04-016,STY-009,skip_stitch,1,329,minor,validation,synthetic
QDEF-003117,FAC-001,2025-05-27,LINE-04,ORD-04-016,STY-009,oil_mark,2,329,minor,validation,synthetic
QDEF-003118,FAC-001,2025-05-27,LINE-04,ORD-04-016,STY-009,measurement_variance,1,329,minor,validation,synthetic
QDEF-003119,FAC-001,2025-05-28,LINE-04,ORD-04-016,STY-009,uneven_stitch,2,390,major,validation,synthetic
QDEF-003120,FAC-001,2025-05-28,LINE-04,ORD-04-016,STY-009,measurement_variance,5,390,major,validation,synthetic
QDEF-003121,FAC-001,2025-05-28,LINE-04,ORD-04-016,STY-009,oil_mark,1,390,major,validation,synthetic
QDEF-003122,FAC-001,2025-05-28,LINE-04,ORD-04-016,STY-009,shade_variation,1,390,major,validation,synthetic
QDEF-003123,FAC-001,2025-05-28,LINE-04,ORD-04-016,STY-009,open_seam,2,390,major,validation,synthetic
QDEF-003124,FAC-001,2025-05-28,LINE-04,ORD-04-016,STY-009,puckering,1,390,minor,validation,synthetic
QDEF-003125,FAC-001,2025-05-28,LINE-04,ORD-04-016,STY-009,skip_stitch,2,390,minor,validation,synthetic
QDEF-003126,FAC-001,2025-05-29,LINE-04,ORD-04-016,STY-009,skip_stitch,2,386,major,validation,synthetic
QDEF-003127,FAC-001,2025-05-29,LINE-04,ORD-04-016,STY-009,uneven_stitch,3,386,minor,validation,synthetic
QDEF-003128,FAC-001,2025-05-29,LINE-04,ORD-04-016,STY-009,puckering,1,386,minor,validation,synthetic
QDEF-003129,FAC-001,2025-05-29,LINE-04,ORD-04-016,STY-009,measurement_variance,1,386,major,validation,synthetic
QDEF-003130,FAC-001,2025-05-31,LINE-04,ORD-04-016,STY-009,skip_stitch,2,384,minor,validation,synthetic
QDEF-003131,FAC-001,2025-05-31,LINE-04,ORD-04-016,STY-009,oil_mark,2,384,major,validation,synthetic
QDEF-003132,FAC-001,2025-05-31,LINE-04,ORD-04-016,STY-009,shade_variation,1,384,major,validation,synthetic
QDEF-003133,FAC-001,2025-05-31,LINE-04,ORD-04-016,STY-009,uneven_stitch,3,384,minor,validation,synthetic
QDEF-003134,FAC-001,2025-05-31,LINE-04,ORD-04-016,STY-009,puckering,1,384,minor,validation,synthetic
QDEF-003135,FAC-001,2025-06-01,LINE-04,ORD-04-016,STY-009,measurement_variance,1,171,major,test,synthetic
QDEF-003136,FAC-001,2025-06-02,LINE-04,ORD-04-017,STY-029,oil_mark,2,302,major,test,synthetic
QDEF-003137,FAC-001,2025-06-02,LINE-04,ORD-04-017,STY-029,puckering,2,302,minor,test,synthetic
QDEF-003138,FAC-001,2025-06-02,LINE-04,ORD-04-017,STY-029,measurement_variance,2,302,minor,test,synthetic
QDEF-003139,FAC-001,2025-06-02,LINE-04,ORD-04-017,STY-029,skip_stitch,2,302,minor,test,synthetic
QDEF-003140,FAC-001,2025-06-02,LINE-04,ORD-04-017,STY-029,uneven_stitch,2,302,minor,test,synthetic
QDEF-003141,FAC-001,2025-06-02,LINE-04,ORD-04-017,STY-029,open_seam,4,302,minor,test,synthetic
QDEF-003142,FAC-001,2025-06-03,LINE-04,ORD-04-017,STY-029,shade_variation,3,362,minor,test,synthetic
QDEF-003143,FAC-001,2025-06-03,LINE-04,ORD-04-017,STY-029,measurement_variance,4,362,minor,test,synthetic
QDEF-003144,FAC-001,2025-06-03,LINE-04,ORD-04-017,STY-029,puckering,4,362,major,test,synthetic
QDEF-003145,FAC-001,2025-06-03,LINE-04,ORD-04-017,STY-029,skip_stitch,2,362,minor,test,synthetic
QDEF-003146,FAC-001,2025-06-03,LINE-04,ORD-04-017,STY-029,open_seam,2,362,minor,test,synthetic
QDEF-003147,FAC-001,2025-06-03,LINE-04,ORD-04-017,STY-029,oil_mark,5,362,major,test,synthetic
QDEF-003148,FAC-001,2025-06-03,LINE-04,ORD-04-017,STY-029,uneven_stitch,1,362,major,test,synthetic
QDEF-003149,FAC-001,2025-06-04,LINE-04,ORD-04-017,STY-029,skip_stitch,3,413,minor,test,synthetic
QDEF-003150,FAC-001,2025-06-04,LINE-04,ORD-04-017,STY-029,open_seam,5,413,minor,test,synthetic
QDEF-003151,FAC-001,2025-06-04,LINE-04,ORD-04-017,STY-029,measurement_variance,1,413,major,test,synthetic
QDEF-003152,FAC-001,2025-06-04,LINE-04,ORD-04-017,STY-029,shade_variation,2,413,minor,test,synthetic
QDEF-003153,FAC-001,2025-06-04,LINE-04,ORD-04-017,STY-029,oil_mark,1,413,major,test,synthetic
QDEF-003154,FAC-001,2025-06-04,LINE-04,ORD-04-017,STY-029,uneven_stitch,2,413,minor,test,synthetic
QDEF-003155,FAC-001,2025-06-04,LINE-04,ORD-04-017,STY-029,puckering,3,413,major,test,synthetic
QDEF-003156,FAC-001,2025-06-05,LINE-04,ORD-04-017,STY-029,shade_variation,2,369,major,test,synthetic
QDEF-003157,FAC-001,2025-06-05,LINE-04,ORD-04-017,STY-029,open_seam,3,369,minor,test,synthetic
